state,district,month,total_demographic,year,month_num,lag_1,diff_1,diff_2,rolling_3,trend_diff
Tamil Nadu,Dharmapuri,2025-12-01,7117,2025,12,7009.0,3385.0,5416.0,5429.333333333333,3385.0
Karnataka,Dharwad,2025-09-01,4927,2025,9,2290.0,-651.0,-597.0,2742.0,-651.0
Karnataka,Dharwad,2025-10-01,3236,2025,10,4927.0,2637.0,3288.0,3386.0,2637.0
Karnataka,Dharwad,2025-11-01,5194,2025,11,3236.0,-1691.0,-4328.0,3484.3333333333335,-1691.0
Karnataka,Dharwad,2025-12-01,6936,2025,12,5194.0,1958.0,3649.0,4452.333333333333,1958.0
Assam,Dhemaji,2025-12-01,3347,2025,12,2374.0,-624.0,-54.0,2980.0,-624.0
Odisha,Dhenkanal,2025-12-01,4619,2025,12,3666.0,758.0,2899.0,3874.3333333333335,758.0
Rajasthan,Dholpur,2025-09-01,5599,2025,9,3473.0,250.0,-1524.0,2715.0,250.0
Rajasthan,Dholpur,2025-10-01,3287,2025,10,5599.0,2126.0,1876.0,4098.333333333333,2126.0
Rajasthan,Dholpur,2025-11-01,5626,2025,11,3287.0,-2312.0,-4438.0,4119.666666666667,-2312.0
Rajasthan,Dholpur,2025-12-01,6674,2025,12,5626.0,2339.0,4651.0,4837.333333333333,2339.0
Assam,Dhubri,2025-10-01,6416,2025,10,13955.0,9747.0,6638.0,6420.666666666667,9747.0
Assam,Dhubri,2025-11-01,8497,2025,11,6416.0,-7539.0,-17286.0,8193.0,-7539.0
Assam,Dhubri,2025-12-01,16627,2025,12,8497.0,2081.0,9620.0,9622.666666666666,2081.0
Maharashtra,Dhule,2025-11-01,18212,2025,11,8808.0,3496.0,-240.0,5232.0,3496.0
Maharashtra,Dhule,2025-12-01,9121,2025,12,18212.0,9404.0,5908.0,10777.333333333334,9404.0
Assam,Dibrugarh,2025-12-01,3881,2025,12,3666.0,817.0,3020.0,3855.6666666666665,817.0
Nagaland,Dimapur,2025-12-01,1487,2025,12,1361.0,513.0,698.0,1080.6666666666667,513.0
Tamil Nadu,Dindigul,2025-12-01,9648,2025,12,10232.0,5399.0,8645.0,7714.666666666667,5399.0
Madhya Pradesh,Dindori,2025-07-01,4238,2025,7,4261.0,-230.0,-879.0,4198.0,-230.0
Madhya Pradesh,Dindori,2025-09-01,2863,2025,9,4238.0,-23.0,207.0,4330.0,-23.0
Madhya Pradesh,Dindori,2025-10-01,1273,2025,10,2863.0,-1375.0,-1352.0,3787.3333333333335,-1375.0
Madhya Pradesh,Dindori,2025-11-01,1970,2025,11,1273.0,-1590.0,-215.0,2791.3333333333335,-1590.0
Madhya Pradesh,Dindori,2025-12-01,3154,2025,12,1970.0,697.0,2287.0,2035.3333333333333,697.0
Dadra and Nagar Haveli and Daman and Diu,Diu,2025-12-01,227,2025,12,165.0,75.0,196.0,155.33333333333334,75.0
Jammu and Kashmir,Doda,2025-10-01,1071,2025,10,727.0,602.0,1018.0,464.3333333333333,602.0
Jammu and Kashmir,Doda,2025-11-01,1606,2025,11,1071.0,344.0,-258.0,641.0,344.0
Jammu and Kashmir,Doda,2025-12-01,2581,2025,12,1606.0,535.0,191.0,1134.6666666666667,535.0
Gujarat,Dohad,2025-12-01,1025,2025,12,860.0,408.0,845.0,733.6666666666666,408.0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025-09-01,1591,2025,9,231.0,-352.0,-423.0,442.0,-352.0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025-10-01,1197,2025,10,1591.0,1360.0,1712.0,801.6666666666666,1360.0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025-11-01,1907,2025,11,1197.0,-394.0,-1754.0,1006.3333333333334,-394.0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025-12-01,2608,2025,12,1907.0,710.0,1104.0,1565.0,710.0
Jharkhand,Dumka,2025-12-01,7115,2025,12,7159.0,2599.0,6709.0,6796.333333333333,2599.0
Rajasthan,Dungarpur,2025-12-01,7914,2025,12,7005.0,3316.0,6827.0,5964.666666666667,3316.0
Chhattisgarh,Durg,2025-09-01,7752,2025,9,5542.0,-2853.0,-7927.0,5752.666666666667,-2853.0
Chhattisgarh,Durg,2025-10-01,3529,2025,10,7752.0,2210.0,5063.0,7229.666666666667,2210.0
Chhattisgarh,Durg,2025-11-01,8182,2025,11,3529.0,-4223.0,-6433.0,5607.666666666667,-4223.0
Chhattisgarh,Durg,2025-12-01,10021,2025,12,8182.0,4653.0,8876.0,6487.666666666667,4653.0
Sikkim,East,2025-12-01,772,2025,12,922.0,537.0,1303.0,819.3333333333334,537.0
Bihar,East Champaran,2025-12-01,74817,2025,12,76429.0,25133.0,62406.0,72098.0,25133.0
Andhra Pradesh,East Godavari,2025-07-01,6575,2025,7,7907.0,-1674.0,-7437.0,7102.0,-1674.0
Andhra Pradesh,East Godavari,2025-09-01,27960,2025,9,6575.0,-1332.0,342.0,8021.0,-1332.0
Andhra Pradesh,East Godavari,2025-10-01,20935,2025,10,27960.0,21385.0,22717.0,14147.333333333334,21385.0
Andhra Pradesh,East Godavari,2025-11-01,33308,2025,11,20935.0,-7025.0,-28410.0,18490.0,-7025.0
Andhra Pradesh,East Godavari,2025-12-01,39933,2025,12,33308.0,12373.0,19398.0,27401.0,12373.0
Meghalaya,East Khasi Hills,2025-12-01,2583,2025,12,2559.0,-306.0,1193.0,3262.6666666666665,-306.0
Madhya Pradesh,East Nimar,2025-12-01,2452,2025,12,1781.0,876.0,1805.0,1506.6666666666667,876.0
Sikkim,East Sikkim,2025-12-01,691,2025,12,801.0,458.0,1171.0,733.3333333333334,458.0
Jharkhand,East Singhbhum,2025-12-01,18500,2025,12,17816.0,8092.0,18612.0,15928.0,8092.0
Andhra Pradesh,Eluru,2025-10-01,1831,2025,10,2002.0,905.0,186.0,1159.0,905.0
Andhra Pradesh,Eluru,2025-11-01,2489,2025,11,1831.0,-171.0,-1076.0,1643.3333333333333,-171.0
Andhra Pradesh,Eluru,2025-12-01,3176,2025,12,2489.0,658.0,829.0,2107.3333333333335,658.0
Kerala,Ernakulam,2025-12-01,13877,2025,12,12140.0,3848.0,4359.0,9745.0,3848.0
Tamil Nadu,Erode,2025-10-01,5702,2025,10,9149.0,8169.0,7577.0,3505.6666666666665,8169.0
Tamil Nadu,Erode,2025-11-01,11848,2025,11,5702.0,-3447.0,-11616.0,5277.0,-3447.0
Tamil Nadu,Erode,2025-12-01,11769,2025,12,11848.0,6146.0,9593.0,8899.666666666666,6146.0
Uttar Pradesh,Etah,2025-12-01,12037,2025,12,8380.0,2802.0,8811.0,8515.0,2802.0
Uttar Pradesh,Etawah,2025-10-01,4049,2025,10,9894.0,7369.0,7290.0,4955.0,7369.0
Uttar Pradesh,Etawah,2025-11-01,7900,2025,11,4049.0,-5845.0,-13214.0,5489.333333333333,-5845.0
Uttar Pradesh,Etawah,2025-12-01,9766,2025,12,7900.0,3851.0,9696.0,7281.0,3851.0
Uttar Pradesh,Faizabad,2025-12-01,11704,2025,12,10005.0,3602.0,9378.0,9529.0,3602.0
Haryana,Faridabad,2025-07-01,17485,2025,7,11516.0,1140.0,3252.0,11460.0,1140.0
Haryana,Faridabad,2025-09-01,8975,2025,9,17485.0,5969.0,4829.0,13125.666666666666,5969.0
Haryana,Faridabad,2025-10-01,6136,2025,10,8975.0,-8510.0,-14479.0,12658.666666666666,-8510.0
Haryana,Faridabad,2025-11-01,11693,2025,11,6136.0,-2839.0,5671.0,10865.333333333334,-2839.0
Haryana,Faridabad,2025-12-01,14451,2025,12,11693.0,5557.0,8396.0,8934.666666666666,5557.0
Punjab,Faridkot,2025-11-01,1891,2025,11,1232.0,-607.0,-925.0,1530.6666666666667,-607.0
Punjab,Faridkot,2025-12-01,1948,2025,12,1891.0,659.0,1266.0,1654.0,659.0
Uttar Pradesh,Farrukhabad,2025-12-01,14446,2025,12,11227.0,5551.0,10453.0,9160.333333333334,5551.0
Haryana,Fatehabad,2025-07-01,4324,2025,7,3406.0,1109.0,171.0,2354.0,1109.0
Haryana,Fatehabad,2025-09-01,2202,2025,9,4324.0,918.0,-191.0,3342.3333333333335,918.0
Haryana,Fatehabad,2025-10-01,1947,2025,10,2202.0,-2122.0,-3040.0,3310.6666666666665,-2122.0
Haryana,Fatehabad,2025-11-01,3258,2025,11,1947.0,-255.0,1867.0,2824.3333333333335,-255.0
Haryana,Fatehabad,2025-12-01,4189,2025,12,3258.0,1311.0,1566.0,2469.0,1311.0
Punjab,Fatehgarh Sahib,2025-11-01,1745,2025,11,1112.0,-878.0,-1784.0,1395.3333333333333,-878.0
Punjab,Fatehgarh Sahib,2025-12-01,1677,2025,12,1745.0,633.0,1511.0,1615.6666666666667,633.0
Uttar Pradesh,Fatehpur,2025-12-01,19612,2025,12,13631.0,5482.0,14371.0,12939.333333333334,5482.0
Punjab,Fazilka,2025-10-01,2074,2025,10,4364.0,-651.0,-4512.0,3511.0,-651.0
Punjab,Fazilka,2025-11-01,2911,2025,11,2074.0,-2290.0,-1639.0,3817.6666666666665,-2290.0
Punjab,Fazilka,2025-12-01,3075,2025,12,2911.0,837.0,3127.0,3116.3333333333335,837.0
Punjab,Ferozepur,2025-09-01,3198,2025,9,3993.0,3617.0,3547.0,1558.3333333333333,3617.0
Punjab,Ferozepur,2025-10-01,2100,2025,10,3198.0,-795.0,-4412.0,2522.3333333333335,-795.0
Punjab,Ferozepur,2025-11-01,2511,2025,11,2100.0,-1098.0,-303.0,3097.0,-1098.0
Punjab,Ferozepur,2025-12-01,2344,2025,12,2511.0,411.0,1509.0,2603.0,411.0
Uttar Pradesh,Firozabad,2025-10-01,7701,2025,10,13767.0,-977.0,-6525.0,12569.0,-977.0
Uttar Pradesh,Firozabad,2025-11-01,20219,2025,11,7701.0,-6066.0,-5089.0,12070.666666666666,-6066.0
Uttar Pradesh,Firozabad,2025-12-01,18948,2025,12,20219.0,12518.0,18584.0,13895.666666666666,12518.0
Punjab,Firozpur,2025-12-01,1059,2025,12,1178.0,207.0,717.0,1210.0,207.0
Karnataka,Gadag,2025-10-01,2224,2025,10,3285.0,2302.0,2604.0,1851.0,2302.0
Karnataka,Gadag,2025-11-01,3221,2025,11,2224.0,-1061.0,-3363.0,2164.0,-1061.0
Karnataka,Gadag,2025-12-01,4315,2025,12,3221.0,997.0,2058.0,2910.0,997.0
Maharashtra,Gadchiroli,2025-07-01,2370,2025,7,612.0,-36.0,-114.0,610.0,-36.0
Maharashtra,Gadchiroli,2025-09-01,2237,2025,9,2370.0,1758.0,1794.0,1210.0,1758.0
Maharashtra,Gadchiroli,2025-10-01,7464,2025,10,2237.0,-133.0,-1891.0,1739.6666666666667,-133.0
Maharashtra,Gadchiroli,2025-11-01,15931,2025,11,7464.0,5227.0,5360.0,4023.6666666666665,5227.0
Maharashtra,Gadchiroli,2025-12-01,6672,2025,12,15931.0,8467.0,3240.0,8544.0,8467.0
Odisha,Gajapati,2025-12-01,2426,2025,12,2606.0,640.0,1656.0,2518.0,640.0
Jammu and Kashmir,Ganderbal,2025-10-01,501,2025,10,663.0,265.0,955.0,716.3333333333334,265.0
Jammu and Kashmir,Ganderbal,2025-11-01,805,2025,11,501.0,-162.0,-427.0,520.6666666666666,-162.0
Jammu and Kashmir,Ganderbal,2025-12-01,1439,2025,12,805.0,304.0,466.0,656.3333333333334,304.0
Gujarat,Gandhinagar,2025-07-01,3987,2025,7,2307.0,-484.0,-701.0,2557.3333333333335,-484.0
Gujarat,Gandhinagar,2025-09-01,5934,2025,9,3987.0,1680.0,2164.0,3028.3333333333335,1680.0
Gujarat,Gandhinagar,2025-10-01,2162,2025,10,5934.0,1947.0,267.0,4076.0,1947.0
Gujarat,Gandhinagar,2025-11-01,5542,2025,11,2162.0,-3772.0,-5719.0,4027.6666666666665,-3772.0
Gujarat,Gandhinagar,2025-12-01,7456,2025,12,5542.0,3380.0,7152.0,4546.0,3380.0
Rajasthan,Ganganagar,2025-07-01,1315,2025,7,1245.0,-821.0,-2093.0,1368.3333333333333,-821.0
Rajasthan,Ganganagar,2025-09-01,5536,2025,9,1315.0,70.0,891.0,1542.0,70.0
Rajasthan,Ganganagar,2025-10-01,3086,2025,10,5536.0,4221.0,4151.0,2698.6666666666665,4221.0
Rajasthan,Ganganagar,2025-11-01,6187,2025,11,3086.0,-2450.0,-6671.0,3312.3333333333335,-2450.0
Rajasthan,Ganganagar,2025-12-01,8315,2025,12,6187.0,3101.0,5551.0,4936.333333333333,3101.0
Odisha,Ganjam,2025-12-01,15310,2025,12,13228.0,5032.0,9177.0,11255.0,5032.0
Jharkhand,Garhwa,2025-11-01,7333,2025,11,47.0,-3238.0,-29.0,3275.3333333333335,-3238.0
Uttarakhand,Garhwa,2025-11-01,66,2025,11,7333.0,7286.0,10524.0,3555.0,7286.0
Jharkhand,Garhwa,2025-12-01,8444,2025,12,66.0,-7267.0,-14553.0,2482.0,-7267.0
Uttarakhand,Garhwa,2025-12-01,115,2025,12,8444.0,8378.0,15645.0,5281.0,8378.0
Chhattisgarh,Gariyaband,2025-12-01,5887,2025,12,5153.0,2820.0,3975.0,3658.0,2820.0
Chhattisgarh,Gaurela-pendra-marwahi,2025-12-01,826,2025,12,612.0,300.0,358.0,431.3333333333333,300.0
Uttar Pradesh,Gautam Buddha Nagar,2025-09-01,10593,2025,9,19251.0,6004.0,393.0,13378.0,6004.0
Uttar Pradesh,Gautam Buddha Nagar,2025-10-01,6435,2025,10,10593.0,-8658.0,-14662.0,14363.666666666666,-8658.0
Uttar Pradesh,Gautam Buddha Nagar,2025-11-01,12002,2025,11,6435.0,-4158.0,4500.0,12093.0,-4158.0
Uttar Pradesh,Gautam Buddha Nagar,2025-12-01,19400,2025,12,12002.0,5567.0,9725.0,9676.666666666666,5567.0
Bihar,Gaya,2025-12-01,26905,2025,12,22085.0,7558.0,34228.0,25936.333333333332,7558.0
Uttar Pradesh,Ghaziabad,2025-07-01,16977,2025,7,13252.0,6631.0,13451.0,11104.666666666666,6631.0
Uttar Pradesh,Ghaziabad,2025-09-01,17805,2025,9,16977.0,3725.0,-2906.0,12283.333333333334,3725.0
Uttar Pradesh,Ghaziabad,2025-10-01,9971,2025,10,17805.0,828.0,-2897.0,16011.333333333334,828.0
Uttar Pradesh,Ghaziabad,2025-11-01,23102,2025,11,9971.0,-7834.0,-8662.0,14917.666666666666,-7834.0
Uttar Pradesh,Ghaziabad,2025-12-01,36313,2025,12,23102.0,13131.0,20965.0,16959.333333333332,13131.0
Uttar Pradesh,Ghazipur,2025-12-01,20226,2025,12,15347.0,4857.0,16704.0,16058.0,4857.0
Gujarat,Gir Somnath,2025-11-01,1772,2025,11,809.0,-890.0,-2219.0,959.3333333333334,-890.0
Gujarat,Gir Somnath,2025-12-01,2211,2025,12,1772.0,963.0,1853.0,1426.6666666666667,963.0
Jharkhand,Giridih,2025-12-01,14360,2025,12,13575.0,8371.0,14655.0,10089.0,8371.0
Assam,Goalpara,2025-11-01,4126,2025,11,3441.0,-2283.0,-4032.0,4380.0,-2283.0
Assam,Goalpara,2025-12-01,6561,2025,12,4126.0,685.0,2968.0,4430.333333333333,685.0
Jharkhand,Godda,2025-12-01,7666,2025,12,10402.0,5288.0,8018.0,7786.666666666667,5288.0
Assam,Golaghat,2025-12-01,3747,2025,12,3371.0,375.0,1801.0,3596.3333333333335,375.0
Tripura,Gomati,2025-12-01,1840,2025,12,1193.0,558.0,898.0,934.3333333333334,558.0
Uttar Pradesh,Gonda,2025-12-01,21750,2025,12,16676.0,6792.0,13782.0,14478.0,6792.0
Maharashtra,Gondiya,2025-09-01,3651,2025,9,2231.0,1353.0,1046.0,1226.6666666666667,1353.0
Maharashtra,Gondiya,2025-10-01,11341,2025,10,3651.0,1420.0,67.0,2253.3333333333335,1420.0
Maharashtra,Gondiya,2025-11-01,19332,2025,11,11341.0,7690.0,6270.0,5741.0,7690.0
Maharashtra,Gondiya,2025-12-01,6865,2025,12,19332.0,7991.0,301.0,11441.333333333334,7991.0
Bihar,Gopalganj,2025-12-01,18056,2025,12,16294.0,6539.0,13242.0,14169.0,6539.0
Uttar Pradesh,Gorakhpur,2025-12-01,28948,2025,12,22083.0,9958.0,21375.0,19250.0,9958.0
Karnataka,Gulbarga,2025-12-01,5456,2025,12,3654.0,947.0,1834.0,3318.3333333333335,947.0
Jharkhand,Gumla,2025-12-01,10011,2025,12,5916.0,1885.0,5460.0,5851.0,1885.0
Andhra Pradesh,Guntur,2025-07-01,4656,2025,7,8217.0,321.0,-3182.0,6835.333333333333,321.0
Andhra Pradesh,Guntur,2025-09-01,14742,2025,9,4656.0,-3561.0,-3882.0,6923.0,-3561.0
Andhra Pradesh,Guntur,2025-10-01,12794,2025,10,14742.0,10086.0,13647.0,9205.0,10086.0
Andhra Pradesh,Guntur,2025-11-01,18675,2025,11,12794.0,-1948.0,-12034.0,10730.666666666666,-1948.0
Andhra Pradesh,Guntur,2025-12-01,21693,2025,12,18675.0,5881.0,7829.0,15403.666666666666,5881.0
Punjab,Gurdaspur,2025-07-01,8272,2025,7,1870.0,982.0,2869.0,1844.3333333333333,982.0
Punjab,Gurdaspur,2025-09-01,6895,2025,9,8272.0,6402.0,5420.0,3676.6666666666665,6402.0
Punjab,Gurdaspur,2025-10-01,5198,2025,10,6895.0,-1377.0,-7779.0,5679.0,-1377.0
Punjab,Gurdaspur,2025-11-01,6789,2025,11,5198.0,-1697.0,-320.0,6788.333333333333,-1697.0
Punjab,Gurdaspur,2025-12-01,6376,2025,12,6789.0,1591.0,3288.0,6294.0,1591.0
Haryana,Gurgaon,2025-07-01,14524,2025,7,3633.0,792.0,10969.0,6497.333333333333,792.0
Haryana,Gurgaon,2025-09-01,7687,2025,9,14524.0,10891.0,10099.0,6999.333333333333,10891.0
Haryana,Gurgaon,2025-10-01,5886,2025,10,7687.0,-6837.0,-17728.0,8614.666666666666,-6837.0
Haryana,Gurgaon,2025-11-01,10977,2025,11,5886.0,-1801.0,5036.0,9365.666666666666,-1801.0
Haryana,Gurgaon,2025-12-01,14326,2025,12,10977.0,5091.0,6892.0,8183.333333333333,5091.0
Madhya Pradesh,Gwalior,2025-07-01,4873,2025,7,6492.0,2721.0,738.0,4017.0,2721.0
Madhya Pradesh,Gwalior,2025-09-01,8005,2025,9,4873.0,-1619.0,-4340.0,5045.333333333333,-1619.0
Madhya Pradesh,Gwalior,2025-10-01,3775,2025,10,8005.0,3132.0,4751.0,6456.666666666667,3132.0
Madhya Pradesh,Gwalior,2025-11-01,8957,2025,11,3775.0,-4230.0,-7362.0,5551.0,-4230.0
Madhya Pradesh,Gwalior,2025-12-01,10551,2025,12,8957.0,5182.0,9412.0,6912.333333333333,5182.0
Assam,Hailakandi,2025-11-01,3040,2025,11,2666.0,-1191.0,-4269.0,2434.0,-1191.0
Assam,Hailakandi,2025-12-01,4347,2025,12,3040.0,374.0,1565.0,3187.6666666666665,374.0
Himachal Pradesh,Hamirpur,2025-10-01,728,2025,10,7561.0,6309.0,5245.0,3000.3333333333335,6309.0
Uttar Pradesh,Hamirpur,2025-10-01,3035,2025,10,728.0,-6833.0,-13142.0,3180.3333333333335,-6833.0
Himachal Pradesh,Hamirpur,2025-11-01,1184,2025,11,3035.0,2307.0,9140.0,3774.6666666666665,2307.0
Uttar Pradesh,Hamirpur,2025-11-01,6909,2025,11,1184.0,-1851.0,-4158.0,1649.0,-1851.0
Himachal Pradesh,Hamirpur,2025-12-01,1519,2025,12,6909.0,5725.0,7576.0,3709.3333333333335,5725.0
Uttar Pradesh,Hamirpur,2025-12-01,7179,2025,12,1519.0,-5390.0,-11115.0,3204.0,-5390.0
Telangana,Hanumakonda,2025-12-01,3038,2025,12,2949.0,463.0,1604.0,3020.6666666666665,463.0
Rajasthan,Hanumangarh,2025-07-01,7565,2025,7,2859.0,2303.0,5179.0,2282.3333333333335,2303.0
Rajasthan,Hanumangarh,2025-09-01,4407,2025,9,7565.0,4706.0,2403.0,3660.0,4706.0
Rajasthan,Hanumangarh,2025-10-01,2604,2025,10,4407.0,-3158.0,-7864.0,4943.666666666667,-3158.0
Rajasthan,Hanumangarh,2025-11-01,5233,2025,11,2604.0,-1803.0,1355.0,4858.666666666667,-1803.0
Rajasthan,Hanumangarh,2025-12-01,7315,2025,12,5233.0,2629.0,4432.0,4081.3333333333335,2629.0
Uttar Pradesh,Hapur,2025-11-01,5513,2025,11,2701.0,-2138.0,-2528.0,3996.3333333333335,-2138.0
Uttar Pradesh,Hapur,2025-12-01,8190,2025,12,5513.0,2812.0,4950.0,4351.0,2812.0
Madhya Pradesh,Harda *,2025-09-01,1157,2025,9,638.0,368.0,1353.0,721.0,368.0
Madhya Pradesh,Harda *,2025-10-01,558,2025,10,1157.0,519.0,151.0,688.3333333333334,519.0
Madhya Pradesh,Harda *,2025-11-01,1057,2025,11,558.0,-599.0,-1118.0,784.3333333333334,-599.0
Madhya Pradesh,Harda *,2025-12-01,1269,2025,12,1057.0,499.0,1098.0,924.0,499.0
Uttar Pradesh,Hardoi,2025-11-01,19737,2025,11,10862.0,-13613.0,-34767.0,12886.0,-13613.0
Uttar Pradesh,Hardoi,2025-12-01,24209,2025,12,19737.0,8875.0,22488.0,18358.0,8875.0
Uttarakhand,Haridwar,2025-10-01,5221,2025,10,8970.0,5441.0,3202.0,4596.333333333333,5441.0
Uttarakhand,Haridwar,2025-11-01,8424,2025,11,5221.0,-3749.0,-9190.0,5906.666666666667,-3749.0
Uttarakhand,Haridwar,2025-12-01,13491,2025,12,8424.0,3203.0,6952.0,7538.333333333333,3203.0
Karnataka,Hassan,2025-07-01,2250,2025,7,1908.0,-414.0,-1390.0,1858.6666666666667,-414.0
Karnataka,Hassan,2025-09-01,4759,2025,9,2250.0,342.0,756.0,2160.0,342.0
Karnataka,Hassan,2025-10-01,3759,2025,10,4759.0,2509.0,2167.0,2972.3333333333335,2509.0
Karnataka,Hassan,2025-11-01,5396,2025,11,3759.0,-1000.0,-3509.0,3589.3333333333335,-1000.0
Karnataka,Hassan,2025-12-01,6741,2025,12,5396.0,1637.0,2637.0,4638.0,1637.0
Uttar Pradesh,Hathras,2025-12-01,11479,2025,12,9086.0,4782.0,8988.0,7300.0,4782.0
Karnataka,Haveri,2025-07-01,4052,2025,7,5311.0,2568.0,1494.0,3241.0,2568.0
Karnataka,Haveri,2025-09-01,4413,2025,9,4052.0,-1259.0,-3827.0,4035.3333333333335,-1259.0
Karnataka,Haveri,2025-10-01,3112,2025,10,4413.0,361.0,1620.0,4592.0,361.0
Karnataka,Haveri,2025-11-01,4778,2025,11,3112.0,-1301.0,-1662.0,3859.0,-1301.0
Karnataka,Haveri,2025-12-01,5773,2025,12,4778.0,1666.0,2967.0,4101.0,1666.0
Jharkhand,Hazaribagh,2025-12-01,11348,2025,12,10234.0,5750.0,10096.0,7849.333333333333,5750.0
Maharashtra,Hingoli,2025-12-01,9796,2025,12,43276.0,29575.0,19914.0,20339.0,29575.0
Haryana,Hisar,2025-07-01,7440,2025,7,2060.0,-1026.0,-1498.0,2586.6666666666665,-1026.0
Haryana,Hisar,2025-09-01,4551,2025,9,7440.0,5380.0,6406.0,4195.333333333333,5380.0
Haryana,Hisar,2025-10-01,4045,2025,10,4551.0,-2889.0,-8269.0,4683.666666666667,-2889.0
Haryana,Hisar,2025-11-01,5860,2025,11,4045.0,-506.0,2383.0,5345.333333333333,-506.0
Haryana,Hisar,2025-12-01,7317,2025,12,5860.0,1815.0,2321.0,4818.666666666667,1815.0
Assam,Hojai,2025-11-01,2992,2025,11,2259.0,-2109.0,-4763.0,2780.3333333333335,-2109.0
Assam,Hojai,2025-12-01,4293,2025,12,2992.0,733.0,2842.0,3206.3333333333335,733.0
West Bengal,Hooghly,2025-11-01,32622,2025,11,17530.0,-12071.0,-40196.0,16202.333333333334,-12071.0
West Bengal,Hooghly,2025-12-01,28526,2025,12,32622.0,15092.0,27163.0,26584.333333333332,15092.0
Madhya Pradesh,Hoshangabad,2025-11-01,1706,2025,11,897.0,-1328.0,-2961.0,1238.0,-1328.0
Madhya Pradesh,Hoshangabad,2025-12-01,2268,2025,12,1706.0,809.0,2137.0,1609.3333333333333,809.0
Punjab,Hoshiarpur,2025-07-01,4866,2025,7,1573.0,-64.0,-223.0,1562.6666666666667,-64.0
Punjab,Hoshiarpur,2025-09-01,4442,2025,9,4866.0,3293.0,3357.0,2692.0,3293.0
Punjab,Hoshiarpur,2025-10-01,3381,2025,10,4442.0,-424.0,-3717.0,3627.0,-424.0
Punjab,Hoshiarpur,2025-11-01,4957,2025,11,3381.0,-1061.0,-637.0,4229.666666666667,-1061.0
Punjab,Hoshiarpur,2025-12-01,4808,2025,12,4957.0,1576.0,2637.0,4260.0,1576.0
West Bengal,Howrah,2025-12-01,14444,2025,12,20377.0,8622.0,12889.0,16051.333333333334,8622.0
Telangana,Hyderabad,2025-07-01,19460,2025,7,12707.0,4036.0,3970.0,9994.333333333334,4036.0
Andhra Pradesh,Hyderabad,2025-09-01,4239,2025,9,19460.0,6753.0,2717.0,13612.666666666666,6753.0
Telangana,Hyderabad,2025-09-01,18145,2025,9,4239.0,-15221.0,-21974.0,12135.333333333334,-15221.0
Andhra Pradesh,Hyderabad,2025-10-01,3586,2025,10,18145.0,13906.0,29127.0,13948.0,13906.0
Telangana,Hyderabad,2025-10-01,14331,2025,10,3586.0,-14559.0,-28465.0,8656.666666666666,-14559.0
Andhra Pradesh,Hyderabad,2025-11-01,6359,2025,11,14331.0,10745.0,25304.0,12020.666666666666,10745.0
Telangana,Hyderabad,2025-11-01,21287,2025,11,6359.0,-7972.0,-18717.0,8092.0,-7972.0
Andhra Pradesh,Hyderabad,2025-12-01,7469,2025,12,21287.0,14928.0,22900.0,13992.333333333334,14928.0
Telangana,Hyderabad,2025-12-01,27857,2025,12,7469.0,-13818.0,-28746.0,11705.0,-13818.0
Kerala,Idukki,2025-12-01,3489,2025,12,2867.0,664.0,821.0,2476.6666666666665,664.0
Manipur,Imphal West,2025-12-01,15340,2025,12,51896.0,41505.0,36438.0,22537.0,41505.0
Madhya Pradesh,Indore,2025-07-01,18969,2025,7,12870.0,-816.0,-5215.0,11947.666666666666,-816.0
Madhya Pradesh,Indore,2025-09-01,11757,2025,9,18969.0,6099.0,6915.0,15175.0,6099.0
Madhya Pradesh,Indore,2025-10-01,6933,2025,10,11757.0,-7212.0,-13311.0,14532.0,-7212.0
Madhya Pradesh,Indore,2025-11-01,15278,2025,11,6933.0,-4824.0,2388.0,12553.0,-4824.0
Madhya Pradesh,Indore,2025-12-01,19402,2025,12,15278.0,8345.0,13169.0,11322.666666666666,8345.0
Madhya Pradesh,Jabalpur,2025-07-01,7987,2025,7,2960.0,-5615.0,-12656.0,4356.333333333333,-5615.0
Madhya Pradesh,Jabalpur,2025-09-01,9100,2025,9,7987.0,5027.0,10642.0,6507.333333333333,5027.0
Madhya Pradesh,Jabalpur,2025-10-01,4903,2025,10,9100.0,1113.0,-3914.0,6682.333333333333,1113.0
Madhya Pradesh,Jabalpur,2025-11-01,9679,2025,11,4903.0,-4197.0,-5310.0,7330.0,-4197.0
Madhya Pradesh,Jabalpur,2025-12-01,10088,2025,12,9679.0,4776.0,8973.0,7894.0,4776.0
Odisha,Jagatsinghapur,2025-12-01,3393,2025,12,2649.0,683.0,1828.0,2575.3333333333335,683.0
Telangana,Jagitial,2025-11-01,2296,2025,11,2037.0,-745.0,-3132.0,1738.0,-745.0
Telangana,Jagitial,2025-12-01,2820,2025,12,2296.0,259.0,1004.0,2371.6666666666665,259.0
Rajasthan,Jaipur,2025-07-01,15952,2025,7,7438.0,-4245.0,-158.0,11630.333333333334,-4245.0
Rajasthan,Jaipur,2025-09-01,20146,2025,9,15952.0,8514.0,12759.0,11691.0,8514.0
