state,district,month,total_biometric,year,month_num,lag_1,diff_1,diff_2,rolling_3,trend_diff
Kerala,Kasaragod,2025-10-01,3878,2025,10,5163.0,-5262.0,-4545.0,8910.0,-5262.0
Kerala,Kasaragod,2025-11-01,6409,2025,11,3878.0,-1285.0,3977.0,6488.666666666667,-1285.0
Kerala,Kasaragod,2025-12-01,7772,2025,12,6409.0,2531.0,3816.0,5150.0,2531.0
Uttar Pradesh,Kasganj,2025-07-01,10640,2025,7,6868.0,-1477.0,-539.0,8165.333333333333,-1477.0
Uttar Pradesh,Kasganj,2025-09-01,7494,2025,9,10640.0,3772.0,5249.0,8617.666666666666,3772.0
Uttar Pradesh,Kasganj,2025-10-01,3399,2025,10,7494.0,-3146.0,-6918.0,8334.0,-3146.0
Uttar Pradesh,Kasganj,2025-11-01,8335,2025,11,3399.0,-4095.0,-949.0,7177.666666666667,-4095.0
Uttar Pradesh,Kasganj,2025-12-01,10986,2025,12,8335.0,4936.0,9031.0,6409.333333333333,4936.0
Jammu and Kashmir,Kathua,2025-07-01,5584,2025,7,5227.0,1114.0,1326.0,4555.0,1114.0
Jammu and Kashmir,Kathua,2025-09-01,2506,2025,9,5584.0,357.0,-757.0,4974.666666666667,357.0
Jammu and Kashmir,Kathua,2025-10-01,3245,2025,10,2506.0,-3078.0,-3435.0,4439.0,-3078.0
Jammu and Kashmir,Kathua,2025-11-01,4518,2025,11,3245.0,739.0,3817.0,3778.3333333333335,739.0
Jammu and Kashmir,Kathua,2025-12-01,4962,2025,12,4518.0,1273.0,534.0,3423.0,1273.0
Bihar,Katihar,2025-07-01,26286,2025,7,21673.0,-495.0,13607.0,26703.666666666668,-495.0
Bihar,Katihar,2025-09-01,18785,2025,9,26286.0,4613.0,5108.0,23375.666666666668,4613.0
Bihar,Katihar,2025-10-01,11463,2025,10,18785.0,-7501.0,-12114.0,22248.0,-7501.0
Bihar,Katihar,2025-11-01,15562,2025,11,11463.0,-7322.0,179.0,18844.666666666668,-7322.0
Bihar,Katihar,2025-12-01,24744,2025,12,15562.0,4099.0,11421.0,15270.0,4099.0
Madhya Pradesh,Katni,2025-07-01,11966,2025,7,12434.0,1869.0,2708.0,11467.666666666666,1869.0
Madhya Pradesh,Katni,2025-09-01,7413,2025,9,11966.0,-468.0,-2337.0,11655.0,-468.0
Madhya Pradesh,Katni,2025-10-01,4315,2025,10,7413.0,-4553.0,-4085.0,10604.333333333334,-4553.0
Madhya Pradesh,Katni,2025-11-01,5962,2025,11,4315.0,-3098.0,1455.0,7898.0,-3098.0
Madhya Pradesh,Katni,2025-12-01,20129,2025,12,5962.0,1647.0,4745.0,5896.666666666667,1647.0
Uttar Pradesh,Kaushambi,2025-07-01,13565,2025,7,8237.0,-5070.0,-3286.0,12211.666666666666,-5070.0
Uttar Pradesh,Kaushambi,2025-09-01,11490,2025,9,13565.0,5328.0,10398.0,11703.0,5328.0
Uttar Pradesh,Kaushambi,2025-10-01,4917,2025,10,11490.0,-2075.0,-7403.0,11097.333333333334,-2075.0
Uttar Pradesh,Kaushambi,2025-11-01,8698,2025,11,4917.0,-6573.0,-4498.0,9990.666666666666,-6573.0
Uttar Pradesh,Kaushambi,2025-12-01,10283,2025,12,8698.0,3781.0,10354.0,8368.333333333334,3781.0
Odisha,Kendrapara,2025-07-01,9440,2025,7,7575.0,-1451.0,-799.0,8759.666666666666,-1451.0
Odisha,Kendrapara,2025-09-01,7160,2025,9,9440.0,1865.0,3316.0,8680.333333333334,1865.0
Odisha,Kendrapara,2025-10-01,6819,2025,10,7160.0,-2280.0,-4145.0,8058.333333333333,-2280.0
Odisha,Kendrapara,2025-11-01,7707,2025,11,6819.0,-341.0,1939.0,7806.333333333333,-341.0
Odisha,Kendrapara,2025-12-01,8506,2025,12,7707.0,888.0,1229.0,7228.666666666667,888.0
Odisha,Kendujhar,2025-07-01,10169,2025,7,10262.0,-4764.0,-6670.0,12802.666666666666,-4764.0
Odisha,Kendujhar,2025-09-01,8565,2025,9,10169.0,-93.0,4671.0,11819.0,-93.0
Odisha,Kendujhar,2025-10-01,7951,2025,10,8565.0,-1604.0,-1511.0,9665.333333333334,-1604.0
Odisha,Kendujhar,2025-11-01,7616,2025,11,7951.0,-614.0,990.0,8895.0,-614.0
Odisha,Kendujhar,2025-12-01,9983,2025,12,7616.0,-335.0,279.0,8044.0,-335.0
Bihar,Khagaria,2025-07-01,9660,2025,7,7314.0,-974.0,4817.0,9893.666666666666,-974.0
Bihar,Khagaria,2025-09-01,5953,2025,9,9660.0,2346.0,3320.0,8420.666666666666,2346.0
Bihar,Khagaria,2025-10-01,3299,2025,10,5953.0,-3707.0,-6053.0,7642.333333333333,-3707.0
Bihar,Khagaria,2025-11-01,5386,2025,11,3299.0,-2654.0,1053.0,6304.0,-2654.0
Bihar,Khagaria,2025-12-01,10998,2025,12,5386.0,2087.0,4741.0,4879.333333333333,2087.0
Chhattisgarh,Khairagarh Chhuikhadan Gandai,2025-11-01,42,2025,11,18.0,-88.0,145.0,154.33333333333334,-88.0
Chhattisgarh,Khairagarh Chhuikhadan Gandai,2025-12-01,65,2025,12,42.0,24.0,112.0,55.333333333333336,24.0
Telangana,Khammam,2025-05-01,6468,2025,5,3874.0,-84.0,-1101.0,3591.0,-84.0
Andhra Pradesh,Khammam,2025-06-01,5086,2025,6,6468.0,2594.0,2678.0,4766.666666666667,2594.0
Telangana,Khammam,2025-06-01,7418,2025,6,5086.0,-1382.0,-3976.0,5142.666666666667,-1382.0
Andhra Pradesh,Khammam,2025-07-01,6128,2025,7,7418.0,2332.0,3714.0,6324.0,2332.0
Telangana,Khammam,2025-07-01,7608,2025,7,6128.0,-1290.0,-3622.0,6210.666666666667,-1290.0
Andhra Pradesh,Khammam,2025-09-01,4499,2025,9,7608.0,1480.0,2770.0,7051.333333333333,1480.0
Telangana,Khammam,2025-09-01,6990,2025,9,4499.0,-3109.0,-4589.0,6078.333333333333,-3109.0
Andhra Pradesh,Khammam,2025-10-01,5330,2025,10,6990.0,2491.0,5600.0,6365.666666666667,2491.0
Telangana,Khammam,2025-10-01,7310,2025,10,5330.0,-1660.0,-4151.0,5606.333333333333,-1660.0
Andhra Pradesh,Khammam,2025-11-01,4194,2025,11,7310.0,1980.0,3640.0,6543.333333333333,1980.0
Telangana,Khammam,2025-11-01,7597,2025,11,4194.0,-3116.0,-5096.0,5611.333333333333,-3116.0
Andhra Pradesh,Khammam,2025-12-01,3737,2025,12,7597.0,3403.0,6519.0,6367.0,3403.0
Telangana,Khammam,2025-12-01,7932,2025,12,3737.0,-3860.0,-7263.0,5176.0,-3860.0
Madhya Pradesh,Khandwa,2025-07-01,10521,2025,7,9096.0,1011.0,1444.0,8566.333333333334,1011.0
Madhya Pradesh,Khandwa,2025-09-01,4292,2025,9,10521.0,1425.0,414.0,9234.0,1425.0
Madhya Pradesh,Khandwa,2025-10-01,2722,2025,10,4292.0,-6229.0,-7654.0,7969.666666666667,-6229.0
Madhya Pradesh,Khandwa,2025-11-01,3891,2025,11,2722.0,-1570.0,4659.0,5845.0,-1570.0
Madhya Pradesh,Khandwa,2025-12-01,5244,2025,12,3891.0,1169.0,2739.0,3635.0,1169.0
Madhya Pradesh,Khargone,2025-07-01,33922,2025,7,24305.0,2129.0,4983.0,23837.0,2129.0
Madhya Pradesh,Khargone,2025-09-01,13440,2025,9,33922.0,9617.0,7488.0,26801.0,9617.0
Madhya Pradesh,Khargone,2025-10-01,5154,2025,10,13440.0,-20482.0,-30099.0,23889.0,-20482.0
Madhya Pradesh,Khargone,2025-11-01,8779,2025,11,5154.0,-8286.0,12196.0,17505.333333333332,-8286.0
Madhya Pradesh,Khargone,2025-12-01,13493,2025,12,8779.0,3625.0,11911.0,9124.333333333334,3625.0
Gujarat,Kheda,2025-07-01,19503,2025,7,17183.0,2457.0,1534.0,15237.333333333334,2457.0
Gujarat,Kheda,2025-09-01,10796,2025,9,19503.0,2320.0,-137.0,17137.333333333332,2320.0
Gujarat,Kheda,2025-10-01,2734,2025,10,10796.0,-8707.0,-11027.0,15827.333333333334,-8707.0
Gujarat,Kheda,2025-11-01,7692,2025,11,2734.0,-8062.0,645.0,11011.0,-8062.0
Gujarat,Kheda,2025-12-01,11679,2025,12,7692.0,4958.0,13020.0,7074.0,4958.0
Uttar Pradesh,Kheri,2025-07-01,31529,2025,7,12005.0,-2933.0,2845.0,15886.333333333334,-2933.0
Uttar Pradesh,Kheri,2025-09-01,20664,2025,9,31529.0,19524.0,22457.0,19490.666666666668,19524.0
Uttar Pradesh,Kheri,2025-10-01,10651,2025,10,20664.0,-10865.0,-30389.0,21399.333333333332,-10865.0
Uttar Pradesh,Kheri,2025-11-01,23730,2025,11,10651.0,-10013.0,852.0,20948.0,-10013.0
Uttar Pradesh,Kheri,2025-12-01,24574,2025,12,23730.0,13079.0,23092.0,18348.333333333332,13079.0
Odisha,Khordha,2025-07-01,16829,2025,7,10976.0,-2577.0,-1086.0,13191.0,-2577.0
Odisha,Khordha,2025-09-01,10520,2025,9,16829.0,5853.0,8430.0,13786.0,5853.0
Odisha,Khordha,2025-10-01,8867,2025,10,10520.0,-6309.0,-12162.0,12775.0,-6309.0
Odisha,Khordha,2025-11-01,11393,2025,11,8867.0,-1653.0,4656.0,12072.0,-1653.0
Odisha,Khordha,2025-12-01,12957,2025,12,11393.0,2526.0,4179.0,10260.0,2526.0
Tripura,Khowai,2025-07-01,908,2025,7,980.0,31.0,574.0,1140.3333333333333,31.0
Tripura,Khowai,2025-09-01,316,2025,9,908.0,-72.0,-103.0,945.6666666666666,-72.0
Tripura,Khowai,2025-10-01,360,2025,10,316.0,-592.0,-520.0,734.6666666666666,-592.0
Tripura,Khowai,2025-11-01,572,2025,11,360.0,44.0,636.0,528.0,44.0
Tripura,Khowai,2025-12-01,1331,2025,12,572.0,212.0,168.0,416.0,212.0
Jharkhand,Khunti,2025-07-01,7101,2025,7,4413.0,67.0,2353.0,5130.333333333333,67.0
Jharkhand,Khunti,2025-09-01,4377,2025,9,7101.0,2688.0,2621.0,5286.666666666667,2688.0
Jharkhand,Khunti,2025-10-01,2063,2025,10,4377.0,-2724.0,-5412.0,5297.0,-2724.0
Jharkhand,Khunti,2025-11-01,4051,2025,11,2063.0,-2314.0,410.0,4513.666666666667,-2314.0
Jharkhand,Khunti,2025-12-01,3899,2025,12,4051.0,1988.0,4302.0,3497.0,1988.0
Himachal Pradesh,Kinnaur,2025-07-01,849,2025,7,389.0,55.0,308.0,436.6666666666667,55.0
Himachal Pradesh,Kinnaur,2025-09-01,265,2025,9,849.0,460.0,405.0,524.0,460.0
Himachal Pradesh,Kinnaur,2025-10-01,392,2025,10,265.0,-584.0,-1044.0,501.0,-584.0
Himachal Pradesh,Kinnaur,2025-11-01,677,2025,11,392.0,127.0,711.0,502.0,127.0
Himachal Pradesh,Kinnaur,2025-12-01,414,2025,12,677.0,285.0,158.0,444.6666666666667,285.0
Nagaland,Kiphire,2025-07-01,480,2025,7,399.0,-340.0,-370.0,615.6666666666666,-340.0
Nagaland,Kiphire,2025-09-01,440,2025,9,480.0,81.0,421.0,539.3333333333334,81.0
Nagaland,Kiphire,2025-10-01,472,2025,10,440.0,-40.0,-121.0,439.6666666666667,-40.0
Nagaland,Kiphire,2025-11-01,267,2025,11,472.0,32.0,72.0,464.0,32.0
Nagaland,Kiphire,2025-12-01,243,2025,12,267.0,-205.0,-237.0,393.0,-205.0
Bihar,Kishanganj,2025-07-01,17037,2025,7,13112.0,-1387.0,2356.0,15284.333333333334,-1387.0
Bihar,Kishanganj,2025-09-01,15046,2025,9,17037.0,3925.0,5312.0,14882.666666666666,3925.0
Bihar,Kishanganj,2025-10-01,8000,2025,10,15046.0,-1991.0,-5916.0,15065.0,-1991.0
Bihar,Kishanganj,2025-11-01,11385,2025,11,8000.0,-7046.0,-5055.0,13361.0,-7046.0
Bihar,Kishanganj,2025-12-01,22060,2025,12,11385.0,3385.0,10431.0,11477.0,3385.0
Jammu and Kashmir,Kishtwar,2025-07-01,3075,2025,7,2596.0,-841.0,-1615.0,2898.6666666666665,-841.0
Jammu and Kashmir,Kishtwar,2025-09-01,998,2025,9,3075.0,479.0,1320.0,3036.0,479.0
Jammu and Kashmir,Kishtwar,2025-10-01,1109,2025,10,998.0,-2077.0,-2556.0,2223.0,-2077.0
Jammu and Kashmir,Kishtwar,2025-11-01,1474,2025,11,1109.0,111.0,2188.0,1727.3333333333333,111.0
Jammu and Kashmir,Kishtwar,2025-12-01,2590,2025,12,1474.0,365.0,254.0,1193.6666666666667,365.0
West Bengal,Koch Bihar,2025-07-01,2059,2025,7,1443.0,-6.0,-371.0,1325.3333333333333,-6.0
West Bengal,Koch Bihar,2025-09-01,1631,2025,9,2059.0,616.0,622.0,1650.3333333333333,616.0
West Bengal,Koch Bihar,2025-10-01,1136,2025,10,1631.0,-428.0,-1044.0,1711.0,-428.0
West Bengal,Koch Bihar,2025-11-01,1846,2025,11,1136.0,-495.0,-67.0,1608.6666666666667,-495.0
West Bengal,Koch Bihar,2025-12-01,1262,2025,12,1846.0,710.0,1205.0,1537.6666666666667,710.0
Karnataka,Kodagu,2025-07-01,2940,2025,7,2288.0,-351.0,-889.0,2342.6666666666665,-351.0
Karnataka,Kodagu,2025-09-01,1199,2025,9,2940.0,652.0,1003.0,2622.3333333333335,652.0
Karnataka,Kodagu,2025-10-01,1060,2025,10,1199.0,-1741.0,-2393.0,2142.3333333333335,-1741.0
Karnataka,Kodagu,2025-11-01,1437,2025,11,1060.0,-139.0,1602.0,1733.0,-139.0
Karnataka,Kodagu,2025-12-01,1586,2025,12,1437.0,377.0,516.0,1232.0,377.0
Jharkhand,Koderma,2025-07-01,5300,2025,7,4475.0,-539.0,3064.0,6035.333333333333,-539.0
Jharkhand,Koderma,2025-09-01,2876,2025,9,5300.0,825.0,1364.0,4929.666666666667,825.0
Jharkhand,Koderma,2025-10-01,1602,2025,10,2876.0,-2424.0,-3249.0,4217.0,-2424.0
Jharkhand,Koderma,2025-11-01,2780,2025,11,1602.0,-1274.0,1150.0,3259.3333333333335,-1274.0
Jharkhand,Koderma,2025-12-01,4519,2025,12,2780.0,1178.0,2452.0,2419.3333333333335,1178.0
Nagaland,Kohima,2025-07-01,2066,2025,7,1468.0,-338.0,-383.0,1678.3333333333333,-338.0
Nagaland,Kohima,2025-09-01,1566,2025,9,2066.0,598.0,936.0,1780.0,598.0
Nagaland,Kohima,2025-10-01,1229,2025,10,1566.0,-500.0,-1098.0,1700.0,-500.0
Nagaland,Kohima,2025-11-01,914,2025,11,1229.0,-337.0,163.0,1620.3333333333333,-337.0
Nagaland,Kohima,2025-12-01,927,2025,12,914.0,-315.0,22.0,1236.3333333333333,-315.0
Assam,Kokrajhar,2025-07-01,2386,2025,7,2210.0,-695.0,2218.0,3644.3333333333335,-695.0
Assam,Kokrajhar,2025-09-01,1348,2025,9,2386.0,176.0,871.0,2500.3333333333335,176.0
Assam,Kokrajhar,2025-10-01,3489,2025,10,1348.0,-1038.0,-1214.0,1981.3333333333333,-1038.0
Assam,Kokrajhar,2025-11-01,2235,2025,11,3489.0,2141.0,3179.0,2407.6666666666665,2141.0
Assam,Kokrajhar,2025-12-01,3346,2025,12,2235.0,-1254.0,-3395.0,2357.3333333333335,-1254.0
Karnataka,Kolar,2025-07-01,8599,2025,7,7995.0,-1062.0,-2926.0,8081.666666666667,-1062.0
Karnataka,Kolar,2025-09-01,5149,2025,9,8599.0,604.0,1666.0,8550.333333333334,604.0
Karnataka,Kolar,2025-10-01,3629,2025,10,5149.0,-3450.0,-4054.0,7247.666666666667,-3450.0
Karnataka,Kolar,2025-11-01,5164,2025,11,3629.0,-1520.0,1930.0,5792.333333333333,-1520.0
Karnataka,Kolar,2025-12-01,8746,2025,12,5164.0,1535.0,3055.0,4647.333333333333,1535.0
Mizoram,Kolasib,2025-07-01,606,2025,7,760.0,115.0,1899.0,1278.0,115.0
Mizoram,Kolasib,2025-09-01,262,2025,9,606.0,-154.0,-269.0,670.3333333333334,-154.0
Mizoram,Kolasib,2025-10-01,471,2025,10,262.0,-344.0,-190.0,542.6666666666666,-344.0
Mizoram,Kolasib,2025-11-01,285,2025,11,471.0,209.0,553.0,446.3333333333333,209.0
Mizoram,Kolasib,2025-12-01,393,2025,12,285.0,-186.0,-395.0,339.3333333333333,-186.0
Maharashtra,Kolhapur,2025-07-01,34701,2025,7,29675.0,-1450.0,-982.0,30797.666666666668,-1450.0
Maharashtra,Kolhapur,2025-09-01,38571,2025,9,34701.0,5026.0,6476.0,31833.666666666668,5026.0
Maharashtra,Kolhapur,2025-10-01,16551,2025,10,38571.0,3870.0,-1156.0,34315.666666666664,3870.0
Maharashtra,Kolhapur,2025-11-01,27548,2025,11,16551.0,-22020.0,-25890.0,29941.0,-22020.0
Maharashtra,Kolhapur,2025-12-01,28375,2025,12,27548.0,10997.0,33017.0,27556.666666666668,10997.0
West Bengal,Kolkata,2025-07-01,12582,2025,7,10368.0,-1306.0,-2420.0,10867.333333333334,-1306.0
West Bengal,Kolkata,2025-09-01,8955,2025,9,12582.0,2214.0,3520.0,11541.333333333334,2214.0
West Bengal,Kolkata,2025-10-01,5568,2025,10,8955.0,-3627.0,-5841.0,10635.0,-3627.0
West Bengal,Kolkata,2025-11-01,9252,2025,11,5568.0,-3387.0,240.0,9035.0,-3387.0
West Bengal,Kolkata,2025-12-01,9837,2025,12,9252.0,3684.0,7071.0,7925.0,3684.0
Kerala,Kollam,2025-07-01,18851,2025,7,18004.0,-2249.0,-7574.0,17728.333333333332,-2249.0
Kerala,Kollam,2025-09-01,9617,2025,9,18851.0,847.0,3096.0,19036.0,847.0
Kerala,Kollam,2025-10-01,7256,2025,10,9617.0,-9234.0,-10081.0,15490.666666666666,-9234.0
Kerala,Kollam,2025-11-01,9611,2025,11,7256.0,-2361.0,6873.0,11908.0,-2361.0
Kerala,Kollam,2025-12-01,13561,2025,12,9611.0,2355.0,4716.0,8828.0,2355.0
Telangana,Komaram Bheem,2025-07-01,1049,2025,7,1187.0,462.0,546.0,907.0,462.0
Telangana,Komaram Bheem,2025-09-01,996,2025,9,1049.0,-138.0,-600.0,987.0,-138.0
Telangana,Komaram Bheem,2025-10-01,1197,2025,10,996.0,-53.0,85.0,1077.3333333333333,-53.0
Telangana,Komaram Bheem,2025-11-01,1310,2025,11,1197.0,201.0,254.0,1080.6666666666667,201.0
Telangana,Komaram Bheem,2025-12-01,1180,2025,12,1310.0,113.0,-88.0,1167.6666666666667,113.0
Chhattisgarh,Kondagaon,2025-07-01,7804,2025,7,11672.0,7224.0,7105.0,6816.333333333333,7224.0
Chhattisgarh,Kondagaon,2025-09-01,3547,2025,9,7804.0,-3868.0,-11092.0,7974.666666666667,-3868.0
Chhattisgarh,Kondagaon,2025-10-01,2945,2025,10,3547.0,-4257.0,-389.0,7674.333333333333,-4257.0
Chhattisgarh,Kondagaon,2025-11-01,5936,2025,11,2945.0,-602.0,3655.0,4765.333333333333,-602.0
Chhattisgarh,Kondagaon,2025-12-01,11732,2025,12,5936.0,2991.0,3593.0,4142.666666666667,2991.0
Karnataka,Koppal,2025-07-01,8298,2025,7,9112.0,1136.0,-619.0,7769.666666666667,1136.0
Karnataka,Koppal,2025-09-01,6051,2025,9,8298.0,-814.0,-1950.0,8462.0,-814.0
Karnataka,Koppal,2025-10-01,3704,2025,10,6051.0,-2247.0,-1433.0,7820.333333333333,-2247.0
Karnataka,Koppal,2025-11-01,4552,2025,11,3704.0,-2347.0,-100.0,6017.666666666667,-2347.0
Karnataka,Koppal,2025-12-01,6695,2025,12,4552.0,848.0,3195.0,4769.0,848.0
Odisha,Koraput,2025-07-01,15674,2025,7,12213.0,1897.0,3502.0,11483.333333333334,1897.0
Odisha,Koraput,2025-09-01,11868,2025,9,15674.0,3461.0,1564.0,12734.333333333334,3461.0
Odisha,Koraput,2025-10-01,7474,2025,10,11868.0,-3806.0,-7267.0,13251.666666666666,-3806.0
Odisha,Koraput,2025-11-01,6480,2025,11,7474.0,-4394.0,-588.0,11672.0,-4394.0
Odisha,Koraput,2025-12-01,7724,2025,12,6480.0,-994.0,3400.0,8607.333333333334,-994.0
Chhattisgarh,Korba,2025-07-01,12756,2025,7,13781.0,3662.0,6110.0,12155.666666666666,3662.0
Chhattisgarh,Korba,2025-09-01,9159,2025,9,12756.0,-1025.0,-4687.0,12218.666666666666,-1025.0
Chhattisgarh,Korba,2025-10-01,7175,2025,10,9159.0,-3597.0,-2572.0,11898.666666666666,-3597.0
Chhattisgarh,Korba,2025-11-01,8931,2025,11,7175.0,-1984.0,1613.0,9696.666666666666,-1984.0
Chhattisgarh,Korba,2025-12-01,12293,2025,12,8931.0,1756.0,3740.0,8421.666666666666,1756.0
Chhattisgarh,Koriya,2025-07-01,8031,2025,7,9789.0,4188.0,5048.0,7283.666666666667,4188.0
Chhattisgarh,Koriya,2025-09-01,4032,2025,9,8031.0,-1758.0,-5946.0,7807.0,-1758.0
Chhattisgarh,Koriya,2025-10-01,3928,2025,10,4032.0,-3999.0,-2241.0,7284.0,-3999.0
Chhattisgarh,Koriya,2025-11-01,5635,2025,11,3928.0,-104.0,3895.0,5330.333333333333,-104.0
Chhattisgarh,Koriya,2025-12-01,11314,2025,12,5635.0,1707.0,1811.0,4531.666666666667,1707.0
Rajasthan,Kota,2025-07-01,17542,2025,7,10273.0,2792.0,4306.0,8916.333333333334,2792.0
Rajasthan,Kota,2025-09-01,14060,2025,9,17542.0,7269.0,4477.0,11765.333333333334,7269.0
Rajasthan,Kota,2025-10-01,3323,2025,10,14060.0,-3482.0,-10751.0,13958.333333333334,-3482.0
Rajasthan,Kota,2025-11-01,8690,2025,11,3323.0,-10737.0,-7255.0,11641.666666666666,-10737.0
Rajasthan,Kota,2025-12-01,10769,2025,12,8690.0,5367.0,16104.0,8691.0,5367.0
Kerala,Kottayam,2025-07-01,11501,2025,7,11724.0,-402.0,-4443.0,10645.0,-402.0
Kerala,Kottayam,2025-09-01,5853,2025,9,11501.0,-223.0,179.0,11783.666666666666,-223.0
Kerala,Kottayam,2025-10-01,4900,2025,10,5853.0,-5648.0,-5425.0,9692.666666666666,-5648.0
Kerala,Kottayam,2025-11-01,6444,2025,11,4900.0,-953.0,4695.0,7418.0,-953.0
Kerala,Kottayam,2025-12-01,9057,2025,12,6444.0,1544.0,2497.0,5732.333333333333,1544.0
Kerala,Kozhikode,2025-07-01,24575,2025,7,19662.0,-649.0,-6801.0,18044.0,-649.0
Kerala,Kozhikode,2025-09-01,12076,2025,9,24575.0,4913.0,5562.0,21516.0,4913.0
Kerala,Kozhikode,2025-10-01,9273,2025,10,12076.0,-12499.0,-17412.0,18771.0,-12499.0
Kerala,Kozhikode,2025-11-01,16565,2025,11,9273.0,-2803.0,9696.0,15308.0,-2803.0
Kerala,Kozhikode,2025-12-01,19641,2025,12,16565.0,7292.0,10095.0,12638.0,7292.0
Arunachal Pradesh,Kra Daadi,2025-07-01,178,2025,7,129.0,-69.0,-60.0,178.0,-69.0
Arunachal Pradesh,Kra Daadi,2025-09-01,106,2025,9,178.0,49.0,118.0,168.33333333333334,49.0
Arunachal Pradesh,Kra Daadi,2025-10-01,75,2025,10,106.0,-72.0,-121.0,137.66666666666666,-72.0
Arunachal Pradesh,Kra Daadi,2025-11-01,53,2025,11,75.0,-31.0,41.0,119.66666666666667,-31.0
Arunachal Pradesh,Kra Daadi,2025-12-01,84,2025,12,53.0,-22.0,9.0,78.0,-22.0
Andhra Pradesh,Krishna,2025-07-01,22966,2025,7,30882.0,883.0,9921.0,33306.0,883.0
Andhra Pradesh,Krishna,2025-09-01,14308,2025,9,22966.0,-7916.0,-8799.0,27949.0,-7916.0
Andhra Pradesh,Krishna,2025-10-01,18936,2025,10,14308.0,-8658.0,-742.0,22718.666666666668,-8658.0
Andhra Pradesh,Krishna,2025-11-01,24580,2025,11,18936.0,4628.0,13286.0,18736.666666666668,4628.0
Andhra Pradesh,Krishna,2025-12-01,20118,2025,12,24580.0,5644.0,1016.0,19274.666666666668,5644.0
Tamil Nadu,Krishnagiri,2025-07-01,12796,2025,7,12244.0,726.0,291.0,11615.0,726.0
Tamil Nadu,Krishnagiri,2025-09-01,7742,2025,9,12796.0,552.0,-174.0,12186.0,552.0
Tamil Nadu,Krishnagiri,2025-10-01,12198,2025,10,7742.0,-5054.0,-5606.0,10927.333333333334,-5054.0
Tamil Nadu,Krishnagiri,2025-11-01,17286,2025,11,12198.0,4456.0,9510.0,10912.0,4456.0
Tamil Nadu,Krishnagiri,2025-12-01,15416,2025,12,17286.0,5088.0,632.0,12408.666666666666,5088.0
Jammu and Kashmir,Kulgam,2025-07-01,3761,2025,7,3315.0,438.0,993.0,3208.0,438.0
Jammu and Kashmir,Kulgam,2025-09-01,1551,2025,9,3761.0,446.0,8.0,3317.6666666666665,446.0
Jammu and Kashmir,Kulgam,2025-10-01,1471,2025,10,1551.0,-2210.0,-2656.0,2875.6666666666665,-2210.0
Jammu and Kashmir,Kulgam,2025-11-01,2109,2025,11,1471.0,-80.0,2130.0,2261.0,-80.0
Jammu and Kashmir,Kulgam,2025-12-01,3508,2025,12,2109.0,638.0,718.0,1710.3333333333333,638.0
Himachal Pradesh,Kullu,2025-07-01,2378,2025,7,2114.0,373.0,2018.0,2413.6666666666665,373.0
Himachal Pradesh,Kullu,2025-09-01,875,2025,9,2378.0,264.0,-109.0,2077.6666666666665,264.0
Himachal Pradesh,Kullu,2025-10-01,1777,2025,10,875.0,-1503.0,-1767.0,1789.0,-1503.0
Himachal Pradesh,Kullu,2025-11-01,2901,2025,11,1777.0,902.0,2405.0,1676.6666666666667,902.0
Himachal Pradesh,Kullu,2025-12-01,2737,2025,12,2901.0,1124.0,222.0,1851.0,1124.0
Jammu and Kashmir,Kupwara,2025-07-01,8335,2025,7,5016.0,-74.0,2699.0,5989.666666666667,-74.0
Jammu and Kashmir,Kupwara,2025-09-01,3225,2025,9,8335.0,3319.0,3393.0,6147.0,3319.0
Jammu and Kashmir,Kupwara,2025-10-01,3367,2025,10,3225.0,-5110.0,-8429.0,5525.333333333333,-5110.0
Jammu and Kashmir,Kupwara,2025-11-01,4016,2025,11,3367.0,142.0,5252.0,4975.666666666667,142.0
Jammu and Kashmir,Kupwara,2025-12-01,6510,2025,12,4016.0,649.0,507.0,3536.0,649.0
Andhra Pradesh,Kurnool,2025-07-01,29937,2025,7,47336.0,-3144.0,14314.0,55251.333333333336,-3144.0
Andhra Pradesh,Kurnool,2025-09-01,16045,2025,9,29937.0,-17399.0,-14255.0,42584.333333333336,-17399.0
Andhra Pradesh,Kurnool,2025-10-01,32786,2025,10,16045.0,-13892.0,3507.0,31106.0,-13892.0
Andhra Pradesh,Kurnool,2025-11-01,30528,2025,11,32786.0,16741.0,30633.0,26256.0,16741.0
Andhra Pradesh,Kurnool,2025-12-01,29022,2025,12,30528.0,-2258.0,-18999.0,26453.0,-2258.0
Haryana,Kurukshetra,2025-07-01,9917,2025,7,6406.0,-1486.0,1629.0,8435.0,-1486.0
Haryana,Kurukshetra,2025-09-01,6249,2025,9,9917.0,3511.0,4997.0,8071.666666666667,3511.0
Haryana,Kurukshetra,2025-10-01,3301,2025,10,6249.0,-3668.0,-7179.0,7524.0,-3668.0
Haryana,Kurukshetra,2025-11-01,6463,2025,11,3301.0,-2948.0,720.0,6489.0,-2948.0
Haryana,Kurukshetra,2025-12-01,7693,2025,12,6463.0,3162.0,6110.0,5337.666666666667,3162.0
Arunachal Pradesh,Kurung Kumey,2025-07-01,486,2025,7,289.0,-167.0,-49.0,439.6666666666667,-167.0
Arunachal Pradesh,Kurung Kumey,2025-09-01,233,2025,9,486.0,197.0,364.0,410.3333333333333,197.0
