state_clean,district_clean,date,total_demographic
Gujarat,Dahod,2025-03,9097
Gujarat,Dahod,2025-09,5094
Gujarat,Dahod,2025-10,2310
Gujarat,Dahod,2025-11,4829
Gujarat,Dahod,2025-12,4818
Gujarat,Devbhumi Dwarka,2025-03,1439
Gujarat,Devbhumi Dwarka,2025-09,1206
Gujarat,Devbhumi Dwarka,2025-10,438
Gujarat,Devbhumi Dwarka,2025-11,945
Gujarat,Devbhumi Dwarka,2025-12,1249
Gujarat,Dohad,2025-03,962
Gujarat,Dohad,2025-09,889
Gujarat,Dohad,2025-10,452
Gujarat,Dohad,2025-11,860
Gujarat,Dohad,2025-12,1025
Gujarat,Gandhinagar,2025-03,11709
Gujarat,Gandhinagar,2025-04,2574
Gujarat,Gandhinagar,2025-05,2791
Gujarat,Gandhinagar,2025-06,2307
Gujarat,Gandhinagar,2025-07,3987
Gujarat,Gandhinagar,2025-09,5934
Gujarat,Gandhinagar,2025-10,2162
Gujarat,Gandhinagar,2025-11,5542
Gujarat,Gandhinagar,2025-12,7456
Gujarat,Gir Somnath,2025-03,2687
Gujarat,Gir Somnath,2025-05,370
Gujarat,Gir Somnath,2025-09,1699
Gujarat,Gir Somnath,2025-10,809
Gujarat,Gir Somnath,2025-11,1772
Gujarat,Gir Somnath,2025-12,2211
Gujarat,Jamnagar,2025-03,10958
Gujarat,Jamnagar,2025-05,2113
Gujarat,Jamnagar,2025-09,6591
Gujarat,Jamnagar,2025-10,2767
Gujarat,Jamnagar,2025-11,5822
Gujarat,Jamnagar,2025-12,8685
Gujarat,Junagadh,2025-03,8544
Gujarat,Junagadh,2025-09,5409
Gujarat,Junagadh,2025-10,2349
Gujarat,Junagadh,2025-11,5399
Gujarat,Junagadh,2025-12,7793
Gujarat,Kachchh,2025-03,10934
Gujarat,Kachchh,2025-04,2821
Gujarat,Kachchh,2025-05,829
Gujarat,Kachchh,2025-06,2201
Gujarat,Kachchh,2025-07,3712
Gujarat,Kachchh,2025-09,6730
Gujarat,Kachchh,2025-10,2996
Gujarat,Kachchh,2025-11,7460
Gujarat,Kachchh,2025-12,10609
Gujarat,Kheda,2025-03,14927
Gujarat,Kheda,2025-09,7557
Gujarat,Kheda,2025-10,2953
Gujarat,Kheda,2025-11,6301
Gujarat,Kheda,2025-12,8247
Gujarat,Mahesana,2025-03,11007
Gujarat,Mahesana,2025-04,973
Gujarat,Mahesana,2025-05,861
Gujarat,Mahesana,2025-06,1425
Gujarat,Mahesana,2025-09,6209
Gujarat,Mahesana,2025-10,2514
Gujarat,Mahesana,2025-11,5982
Gujarat,Mahesana,2025-12,7667
Gujarat,Mahisagar,2025-03,1587
Gujarat,Mahisagar,2025-09,1228
Gujarat,Mahisagar,2025-10,539
Gujarat,Mahisagar,2025-11,1071
Gujarat,Mahisagar,2025-12,1492
Gujarat,Morbi,2025-03,2386
Gujarat,Morbi,2025-04,1263
Gujarat,Morbi,2025-05,496
Gujarat,Morbi,2025-07,2757
Gujarat,Morbi,2025-09,1692
Gujarat,Morbi,2025-10,917
Gujarat,Morbi,2025-11,1673
Gujarat,Morbi,2025-12,2271
Gujarat,Narmada,2025-03,3434
Gujarat,Narmada,2025-04,226
Gujarat,Narmada,2025-06,875
Gujarat,Narmada,2025-07,919
Gujarat,Narmada,2025-09,1786
Gujarat,Narmada,2025-10,600
Gujarat,Narmada,2025-11,1420
Gujarat,Narmada,2025-12,2201
Gujarat,Navsari,2025-03,6950
Gujarat,Navsari,2025-09,3610
Gujarat,Navsari,2025-10,1984
Gujarat,Navsari,2025-11,4067
Gujarat,Navsari,2025-12,4731
Gujarat,Panchmahals,2025-03,6556
Gujarat,Panchmahals,2025-09,5231
Gujarat,Panchmahals,2025-10,2428
Gujarat,Panchmahals,2025-11,5092
Gujarat,Panchmahals,2025-12,6925
Gujarat,Patan,2025-03,5577
Gujarat,Patan,2025-07,1133
Gujarat,Patan,2025-09,4814
Gujarat,Patan,2025-10,2130
Gujarat,Patan,2025-11,3919
Gujarat,Patan,2025-12,5913
Gujarat,Porbandar,2025-03,3122
Gujarat,Porbandar,2025-09,2181
Gujarat,Porbandar,2025-10,1152
Gujarat,Porbandar,2025-11,2195
Gujarat,Porbandar,2025-12,2647
Gujarat,Rajkot,2025-03,19157
Gujarat,Rajkot,2025-04,6233
Gujarat,Rajkot,2025-05,11743
Gujarat,Rajkot,2025-06,6284
Gujarat,Rajkot,2025-07,7636
Gujarat,Rajkot,2025-09,11813
Gujarat,Rajkot,2025-10,5375
Gujarat,Rajkot,2025-11,12216
Gujarat,Rajkot,2025-12,18663
Gujarat,Sabarkantha,2025-03,9329
Gujarat,Sabarkantha,2025-09,7138
Gujarat,Sabarkantha,2025-10,2628
Gujarat,Sabarkantha,2025-11,5810
Gujarat,Sabarkantha,2025-12,8762
Gujarat,Surat,2025-03,46776
Gujarat,Surat,2025-04,16051
Gujarat,Surat,2025-05,30989
Gujarat,Surat,2025-06,16743
Gujarat,Surat,2025-07,30546
Gujarat,Surat,2025-09,27647
Gujarat,Surat,2025-10,12959
Gujarat,Surat,2025-11,31421
Gujarat,Surat,2025-12,44105
Gujarat,Surendra Nagar,2025-03,9927
Gujarat,Surendra Nagar,2025-05,603
Gujarat,Surendra Nagar,2025-07,1339
Gujarat,Surendra Nagar,2025-09,5155
Gujarat,Surendra Nagar,2025-10,1995
Gujarat,Surendra Nagar,2025-11,4562
Gujarat,Surendra Nagar,2025-12,7000
Gujarat,Tapi,2025-03,3594
Gujarat,Tapi,2025-09,1781
Gujarat,Tapi,2025-10,784
Gujarat,Tapi,2025-11,1512
Gujarat,Tapi,2025-12,2016
Gujarat,The Dangs,2025-03,1884
Gujarat,The Dangs,2025-05,525
Gujarat,The Dangs,2025-09,914
Gujarat,The Dangs,2025-10,585
Gujarat,The Dangs,2025-11,649
Gujarat,The Dangs,2025-12,754
Gujarat,Vadodara,2025-03,21507
Gujarat,Vadodara,2025-07,2607
Gujarat,Vadodara,2025-09,13530
Gujarat,Vadodara,2025-10,5970
Gujarat,Vadodara,2025-11,13828
Gujarat,Vadodara,2025-12,19479
Gujarat,Valsad,2025-03,10233
Gujarat,Valsad,2025-04,632
Gujarat,Valsad,2025-05,3787
Gujarat,Valsad,2025-06,1548
Gujarat,Valsad,2025-09,4869
Gujarat,Valsad,2025-10,2407
Gujarat,Valsad,2025-11,5342
Gujarat,Valsad,2025-12,7164
Haryana,Ambala,2025-03,4186
Haryana,Ambala,2025-04,2318
Haryana,Ambala,2025-05,1601
Haryana,Ambala,2025-06,2944
Haryana,Ambala,2025-07,685
Haryana,Ambala,2025-09,2873
Haryana,Ambala,2025-10,2112
Haryana,Ambala,2025-11,4025
Haryana,Ambala,2025-12,4884
Haryana,Bhiwani,2025-03,4037
Haryana,Bhiwani,2025-04,1500
Haryana,Bhiwani,2025-05,2467
Haryana,Bhiwani,2025-06,1256
Haryana,Bhiwani,2025-07,1022
Haryana,Bhiwani,2025-09,2728
Haryana,Bhiwani,2025-10,2775
Haryana,Bhiwani,2025-11,4266
Haryana,Bhiwani,2025-12,5605
Haryana,Charkhi Dadri,2025-03,2150
Haryana,Charkhi Dadri,2025-05,915
Haryana,Charkhi Dadri,2025-06,845
Haryana,Charkhi Dadri,2025-07,891
Haryana,Charkhi Dadri,2025-09,992
Haryana,Charkhi Dadri,2025-10,935
Haryana,Charkhi Dadri,2025-11,1523
Haryana,Charkhi Dadri,2025-12,2046
Haryana,Faridabad,2025-03,17925
Haryana,Faridabad,2025-04,12488
Haryana,Faridabad,2025-05,10376
Haryana,Faridabad,2025-06,11516
Haryana,Faridabad,2025-07,17485
Haryana,Faridabad,2025-09,8975
Haryana,Faridabad,2025-10,6136
Haryana,Faridabad,2025-11,11693
Haryana,Faridabad,2025-12,14451
Haryana,Fatehabad,2025-03,5729
Haryana,Fatehabad,2025-04,1359
Haryana,Fatehabad,2025-05,2297
Haryana,Fatehabad,2025-06,3406
Haryana,Fatehabad,2025-07,4324
Haryana,Fatehabad,2025-09,2202
Haryana,Fatehabad,2025-10,1947
Haryana,Fatehabad,2025-11,3258
Haryana,Fatehabad,2025-12,4189
Haryana,Gurgaon,2025-03,13791
Haryana,Gurgaon,2025-04,13018
Haryana,Gurgaon,2025-05,2841
Haryana,Gurgaon,2025-06,3633
Haryana,Gurgaon,2025-07,14524
Haryana,Gurgaon,2025-09,7687
Haryana,Gurgaon,2025-10,5886
Haryana,Gurgaon,2025-11,10977
Haryana,Gurgaon,2025-12,14326
Haryana,Hisar,2025-03,9112
Haryana,Hisar,2025-04,2614
Haryana,Hisar,2025-05,3086
Haryana,Hisar,2025-06,2060
Haryana,Hisar,2025-07,7440
Haryana,Hisar,2025-09,4551
Haryana,Hisar,2025-10,4045
Haryana,Hisar,2025-11,5860
Haryana,Hisar,2025-12,7317
Haryana,Jhajjar,2025-03,4062
Haryana,Jhajjar,2025-04,2584
Haryana,Jhajjar,2025-06,2838
Haryana,Jhajjar,2025-07,3461
Haryana,Jhajjar,2025-09,2495
Haryana,Jhajjar,2025-10,1988
Haryana,Jhajjar,2025-11,3038
Haryana,Jhajjar,2025-12,4152
Haryana,Jind,2025-03,5999
Haryana,Jind,2025-04,2717
Haryana,Jind,2025-05,2671
Haryana,Jind,2025-06,4255
Haryana,Jind,2025-07,3072
Haryana,Jind,2025-09,2662
Haryana,Jind,2025-10,2522
Haryana,Jind,2025-11,3281
Haryana,Jind,2025-12,5116
Haryana,Kaithal,2025-03,5605
Haryana,Kaithal,2025-04,4030
Haryana,Kaithal,2025-05,256
Haryana,Kaithal,2025-06,2961
Haryana,Kaithal,2025-07,2815
Haryana,Kaithal,2025-09,2531
Haryana,Kaithal,2025-10,1855
Haryana,Kaithal,2025-11,3130
Haryana,Kaithal,2025-12,3819
Haryana,Karnal,2025-03,6386
Haryana,Karnal,2025-04,1505
Haryana,Karnal,2025-05,5511
Haryana,Karnal,2025-06,4340
Haryana,Karnal,2025-07,2040
Haryana,Karnal,2025-09,2644
Haryana,Karnal,2025-10,2336
Haryana,Karnal,2025-11,4316
Haryana,Karnal,2025-12,5271
Haryana,Kurukshetra,2025-03,4070
Haryana,Kurukshetra,2025-04,1858
Haryana,Kurukshetra,2025-05,2789
Haryana,Kurukshetra,2025-07,1949
Haryana,Kurukshetra,2025-09,2229
Haryana,Kurukshetra,2025-10,1733
Haryana,Kurukshetra,2025-11,2771
Haryana,Kurukshetra,2025-12,3277
Haryana,Mahendragarh,2025-03,4268
Haryana,Mahendragarh,2025-04,1980
Haryana,Mahendragarh,2025-05,2414
Haryana,Mahendragarh,2025-06,1253
Haryana,Mahendragarh,2025-07,1789
Haryana,Mahendragarh,2025-09,2311
Haryana,Mahendragarh,2025-10,1708
Haryana,Mahendragarh,2025-11,2920
Haryana,Mahendragarh,2025-12,4018
Haryana,Mewat,2025-03,4441
Haryana,Mewat,2025-04,2297
Haryana,Mewat,2025-05,3938
Haryana,Mewat,2025-06,3053
Haryana,Mewat,2025-07,7804
Haryana,Mewat,2025-09,4693
Haryana,Mewat,2025-10,3811
Haryana,Mewat,2025-11,6032
Haryana,Mewat,2025-12,8681
Haryana,Palwal,2025-03,6270
Haryana,Palwal,2025-04,731
Haryana,Palwal,2025-05,2786
Haryana,Palwal,2025-06,6263
Haryana,Palwal,2025-07,8005
Haryana,Palwal,2025-09,5152
Haryana,Palwal,2025-10,3198
Haryana,Palwal,2025-11,4515
Haryana,Palwal,2025-12,6744
Haryana,Panchkula,2025-03,4653
Haryana,Panchkula,2025-04,1608
Haryana,Panchkula,2025-05,1995
Haryana,Panchkula,2025-06,1354
Haryana,Panchkula,2025-07,3899
Haryana,Panchkula,2025-09,2165
Haryana,Panchkula,2025-10,1819
Haryana,Panchkula,2025-11,2974
Haryana,Panchkula,2025-12,4003
Haryana,Panipat,2025-03,2018
Haryana,Panipat,2025-04,7173
Haryana,Panipat,2025-05,6585
Haryana,Panipat,2025-07,7242
Haryana,Panipat,2025-09,4113
Haryana,Panipat,2025-10,2996
Haryana,Panipat,2025-11,5371
Haryana,Panipat,2025-12,6953
Haryana,Rewari,2025-03,5064
Haryana,Rewari,2025-04,3397
Haryana,Rewari,2025-05,2990
Haryana,Rewari,2025-06,2493
Haryana,Rewari,2025-07,414
Haryana,Rewari,2025-09,3212
Haryana,Rewari,2025-10,2920
Haryana,Rewari,2025-11,3786
Haryana,Rewari,2025-12,5063
Haryana,Rohtak,2025-03,3591
Haryana,Rohtak,2025-04,3061
Haryana,Rohtak,2025-05,2584
Haryana,Rohtak,2025-06,2102
Haryana,Rohtak,2025-07,781
Haryana,Rohtak,2025-09,2036
Haryana,Rohtak,2025-10,1351
Haryana,Rohtak,2025-11,2483
Haryana,Rohtak,2025-12,3860
Haryana,Sirsa,2025-03,7672
Haryana,Sirsa,2025-04,3897
Haryana,Sirsa,2025-05,4018
Haryana,Sirsa,2025-06,3250
Haryana,Sirsa,2025-07,3290
Haryana,Sirsa,2025-09,3234
Haryana,Sirsa,2025-10,3203
Haryana,Sirsa,2025-11,5089
Haryana,Sirsa,2025-12,7433
Haryana,Sonipat,2025-03,7760
Haryana,Sonipat,2025-04,6477
Haryana,Sonipat,2025-05,817
Haryana,Sonipat,2025-06,3800
Haryana,Sonipat,2025-07,5129
Haryana,Sonipat,2025-09,4325
Haryana,Sonipat,2025-10,3135
Haryana,Sonipat,2025-11,5178
Haryana,Sonipat,2025-12,6317
Haryana,Yamuna Nagar,2025-03,6874
Haryana,Yamuna Nagar,2025-04,2834
Haryana,Yamuna Nagar,2025-05,3305
Haryana,Yamuna Nagar,2025-06,1691
Haryana,Yamuna Nagar,2025-07,6988
Haryana,Yamuna Nagar,2025-09,3372
Haryana,Yamuna Nagar,2025-10,2660
Haryana,Yamuna Nagar,2025-11,5361
Haryana,Yamuna Nagar,2025-12,6505
Himachal Pradesh,Bilaspur,2025-03,750
Himachal Pradesh,Bilaspur,2025-04,225
Himachal Pradesh,Bilaspur,2025-06,143
Himachal Pradesh,Bilaspur,2025-09,1445
Himachal Pradesh,Bilaspur,2025-10,581
Himachal Pradesh,Bilaspur,2025-11,838
Himachal Pradesh,Bilaspur,2025-12,1258
Himachal Pradesh,Chamba,2025-03,3850
Himachal Pradesh,Chamba,2025-05,242
Himachal Pradesh,Chamba,2025-09,4138
Himachal Pradesh,Chamba,2025-10,1646
Himachal Pradesh,Chamba,2025-11,2555
Himachal Pradesh,Chamba,2025-12,3273
Himachal Pradesh,Hamirpur,2025-03,556
Himachal Pradesh,Hamirpur,2025-04,188
Himachal Pradesh,Hamirpur,2025-09,1252
Himachal Pradesh,Hamirpur,2025-10,728
Himachal Pradesh,Hamirpur,2025-11,1184
Himachal Pradesh,Hamirpur,2025-12,1519
Himachal Pradesh,Kangra,2025-03,6362
Himachal Pradesh,Kangra,2025-09,6572
Himachal Pradesh,Kangra,2025-10,2814
Himachal Pradesh,Kangra,2025-11,4558
Himachal Pradesh,Kangra,2025-12,5863
Himachal Pradesh,Kinnaur,2025-09,259
Himachal Pradesh,Kinnaur,2025-10,114
Himachal Pradesh,Kinnaur,2025-11,206
Himachal Pradesh,Kinnaur,2025-12,314
Himachal Pradesh,Kullu,2025-03,1166
Himachal Pradesh,Kullu,2025-09,1726
Himachal Pradesh,Kullu,2025-10,951
Himachal Pradesh,Kullu,2025-11,1603
Himachal Pradesh,Kullu,2025-12,1855
Himachal Pradesh,Lahaul and Spiti,2025-09,37
Himachal Pradesh,Lahaul and Spiti,2025-10,32
Himachal Pradesh,Lahaul and Spiti,2025-11,61
Himachal Pradesh,Lahaul and Spiti,2025-12,85
Himachal Pradesh,Lahul & Spiti,2025-09,50
Himachal Pradesh,Lahul & Spiti,2025-10,40
Himachal Pradesh,Lahul & Spiti,2025-11,62
Himachal Pradesh,Lahul & Spiti,2025-12,65
Himachal Pradesh,Mandi,2025-03,3002
Himachal Pradesh,Mandi,2025-09,3050
Himachal Pradesh,Mandi,2025-10,1435
Himachal Pradesh,Mandi,2025-11,2176
Himachal Pradesh,Mandi,2025-12,3033
Himachal Pradesh,Shimla,2025-03,2534
Himachal Pradesh,Shimla,2025-09,3302
Himachal Pradesh,Shimla,2025-10,1301
Himachal Pradesh,Shimla,2025-11,2227
Himachal Pradesh,Shimla,2025-12,2973
Himachal Pradesh,Sirmaur,2025-03,3435
Himachal Pradesh,Sirmaur,2025-04,383
Himachal Pradesh,Sirmaur,2025-05,447
Himachal Pradesh,Sirmaur,2025-06,2211
Himachal Pradesh,Sirmaur,2025-07,827
Himachal Pradesh,Sirmaur,2025-09,2564
Himachal Pradesh,Sirmaur,2025-10,982
Himachal Pradesh,Sirmaur,2025-11,1662
Himachal Pradesh,Sirmaur,2025-12,2370
Himachal Pradesh,Solan,2025-03,1587
Himachal Pradesh,Solan,2025-09,1725
Himachal Pradesh,Solan,2025-10,794
Himachal Pradesh,Solan,2025-11,1217
Himachal Pradesh,Solan,2025-12,1904
Himachal Pradesh,Una,2025-03,777
Himachal Pradesh,Una,2025-04,591
Himachal Pradesh,Una,2025-09,2579
Himachal Pradesh,Una,2025-10,828
Himachal Pradesh,Una,2025-11,1112
Himachal Pradesh,Una,2025-12,1619
Jammu and Kashmir,Anantnag,2025-03,5367
Jammu and Kashmir,Anantnag,2025-04,2010
Jammu and Kashmir,Anantnag,2025-05,1060
Jammu and Kashmir,Anantnag,2025-06,1310
Jammu and Kashmir,Anantnag,2025-07,2163
Jammu and Kashmir,Anantnag,2025-09,2552
Jammu and Kashmir,Anantnag,2025-10,2235
Jammu and Kashmir,Anantnag,2025-11,3593
Jammu and Kashmir,Anantnag,2025-12,5575
Jammu and Kashmir,Badgam,2025-03,3965
Jammu and Kashmir,Badgam,2025-09,1256
Jammu and Kashmir,Badgam,2025-10,769
Jammu and Kashmir,Badgam,2025-11,1462
Jammu and Kashmir,Badgam,2025-12,2519
Jammu and Kashmir,Bandipore,2025-03,2234
Jammu and Kashmir,Bandipore,2025-04,1604
Jammu and Kashmir,Bandipore,2025-07,1398
Jammu and Kashmir,Bandipore,2025-09,1180
Jammu and Kashmir,Bandipore,2025-10,920
Jammu and Kashmir,Bandipore,2025-11,1376
Jammu and Kashmir,Bandipore,2025-12,2290
Jammu and Kashmir,Bandipur,2025-12,1
Jammu and Kashmir,Baramula,2025-03,4878
Jammu and Kashmir,Baramula,2025-04,3272
Jammu and Kashmir,Baramula,2025-05,1758
Jammu and Kashmir,Baramula,2025-06,1242
Jammu and Kashmir,Baramula,2025-07,766
Jammu and Kashmir,Baramula,2025-09,2590
Jammu and Kashmir,Baramula,2025-10,1946
Jammu and Kashmir,Baramula,2025-11,3661
Jammu and Kashmir,Baramula,2025-12,5592
Jammu and Kashmir,Budgam,2025-03,3723
Jammu and Kashmir,Budgam,2025-04,2583
Jammu and Kashmir,Budgam,2025-05,969
Jammu and Kashmir,Budgam,2025-06,706
Jammu and Kashmir,Budgam,2025-07,1738
Jammu and Kashmir,Budgam,2025-09,797
Jammu and Kashmir,Budgam,2025-10,460
Jammu and Kashmir,Budgam,2025-11,841
Jammu and Kashmir,Budgam,2025-12,1440
Jammu and Kashmir,Doda,2025-03,1615
Jammu and Kashmir,Doda,2025-04,541
Jammu and Kashmir,Doda,2025-05,125
Jammu and Kashmir,Doda,2025-09,727
Jammu and Kashmir,Doda,2025-10,1071
Jammu and Kashmir,Doda,2025-11,1606
Jammu and Kashmir,Doda,2025-12,2581
Jammu and Kashmir,Ganderbal,2025-03,1302
Jammu and Kashmir,Ganderbal,2025-04,1088
Jammu and Kashmir,Ganderbal,2025-07,398
Jammu and Kashmir,Ganderbal,2025-09,663
Jammu and Kashmir,Ganderbal,2025-10,501
Jammu and Kashmir,Ganderbal,2025-11,805
Jammu and Kashmir,Ganderbal,2025-12,1439
Jammu and Kashmir,Jammu,2025-03,7320
Jammu and Kashmir,Jammu,2025-04,684
Jammu and Kashmir,Jammu,2025-06,348
Jammu and Kashmir,Jammu,2025-09,4668
Jammu and Kashmir,Jammu,2025-10,2991
Jammu and Kashmir,Jammu,2025-11,4297
Jammu and Kashmir,Jammu,2025-12,6030
Jammu and Kashmir,Kargil,2025-03,320
Jammu and Kashmir,Kargil,2025-09,245
Jammu and Kashmir,Kargil,2025-10,144
Jammu and Kashmir,Kargil,2025-11,320
Jammu and Kashmir,Kargil,2025-12,550
Jammu and Kashmir,Kathua,2025-03,3908
Jammu and Kashmir,Kathua,2025-04,1296
Jammu and Kashmir,Kathua,2025-05,314
Jammu and Kashmir,Kathua,2025-07,739
Jammu and Kashmir,Kathua,2025-09,1933
Jammu and Kashmir,Kathua,2025-10,1343
Jammu and Kashmir,Kathua,2025-11,2131
Jammu and Kashmir,Kathua,2025-12,3246
Jammu and Kashmir,Kishtwar,2025-04,405
Jammu and Kashmir,Kishtwar,2025-06,591
Jammu and Kashmir,Kishtwar,2025-07,923
Jammu and Kashmir,Kishtwar,2025-09,327
Jammu and Kashmir,Kishtwar,2025-10,282
Jammu and Kashmir,Kishtwar,2025-11,510
Jammu and Kashmir,Kishtwar,2025-12,1093
Jammu and Kashmir,Kulgam,2025-03,1438
Jammu and Kashmir,Kulgam,2025-04,1554
Jammu and Kashmir,Kulgam,2025-05,969
Jammu and Kashmir,Kulgam,2025-09,681
Jammu and Kashmir,Kulgam,2025-10,472
Jammu and Kashmir,Kulgam,2025-11,1025
Jammu and Kashmir,Kulgam,2025-12,1629
Jammu and Kashmir,Kupwara,2025-03,5445
Jammu and Kashmir,Kupwara,2025-04,5490
Jammu and Kashmir,Kupwara,2025-05,2901
Jammu and Kashmir,Kupwara,2025-06,922
Jammu and Kashmir,Kupwara,2025-07,2970
Jammu and Kashmir,Kupwara,2025-09,2815
Jammu and Kashmir,Kupwara,2025-10,2167
Jammu and Kashmir,Kupwara,2025-11,2824
Jammu and Kashmir,Kupwara,2025-12,4145
Jammu and Kashmir,Leh,2025-03,321
Jammu and Kashmir,Leh,2025-09,139
Jammu and Kashmir,Leh,2025-10,117
Jammu and Kashmir,Leh,2025-11,233
Jammu and Kashmir,Leh,2025-12,282
Jammu and Kashmir,Leh (ladakh),2025-09,1
Jammu and Kashmir,Leh (ladakh),2025-10,2
Jammu and Kashmir,Leh (ladakh),2025-11,2
Jammu and Kashmir,Poonch,2025-11,2
Jammu and Kashmir,Pulwama,2025-03,2956
Jammu and Kashmir,Pulwama,2025-04,1587
Jammu and Kashmir,Pulwama,2025-05,1366
Jammu and Kashmir,Pulwama,2025-06,1339
Jammu and Kashmir,Pulwama,2025-07,2358
Jammu and Kashmir,Pulwama,2025-09,1250
Jammu and Kashmir,Pulwama,2025-10,1052
Jammu and Kashmir,Pulwama,2025-11,1932
Jammu and Kashmir,Pulwama,2025-12,3134
Jammu and Kashmir,Punch,2025-03,3241
Jammu and Kashmir,Punch,2025-04,2742
Jammu and Kashmir,Punch,2025-06,1123
Jammu and Kashmir,Punch,2025-07,2924
Jammu and Kashmir,Punch,2025-09,1334
Jammu and Kashmir,Punch,2025-10,1085
Jammu and Kashmir,Punch,2025-11,1316
Jammu and Kashmir,Punch,2025-12,2680
Jammu and Kashmir,Rajouri,2025-03,3341
Jammu and Kashmir,Rajouri,2025-04,509
Jammu and Kashmir,Rajouri,2025-09,2018
Jammu and Kashmir,Rajouri,2025-10,1338
Jammu and Kashmir,Rajouri,2025-11,1867
Jammu and Kashmir,Rajouri,2025-12,2842
Jammu and Kashmir,Ramban,2025-03,1792
Jammu and Kashmir,Ramban,2025-04,625
Jammu and Kashmir,Ramban,2025-09,604
Jammu and Kashmir,Ramban,2025-10,506
Jammu and Kashmir,Ramban,2025-11,905
Jammu and Kashmir,Ramban,2025-12,1730
Jammu and Kashmir,Reasi,2025-03,2147
Jammu and Kashmir,Reasi,2025-09,596
Jammu and Kashmir,Reasi,2025-10,579
Jammu and Kashmir,Reasi,2025-11,1024
Jammu and Kashmir,Reasi,2025-12,1555
Jammu and Kashmir,Samba,2025-03,849
Jammu and Kashmir,Samba,2025-04,310
Jammu and Kashmir,Samba,2025-05,205
Jammu and Kashmir,Samba,2025-06,271
Jammu and Kashmir,Samba,2025-09,485
Jammu and Kashmir,Samba,2025-10,302
Jammu and Kashmir,Samba,2025-11,517
Jammu and Kashmir,Samba,2025-12,832
Jammu and Kashmir,Shupiyan,2025-03,1908
Jammu and Kashmir,Shupiyan,2025-05,1209
Jammu and Kashmir,Shupiyan,2025-09,558
Jammu and Kashmir,Shupiyan,2025-10,393
Jammu and Kashmir,Shupiyan,2025-11,538
Jammu and Kashmir,Shupiyan,2025-12,1391
Jammu and Kashmir,Srinagar,2025-03,6070
Jammu and Kashmir,Srinagar,2025-04,676
Jammu and Kashmir,Srinagar,2025-05,615
Jammu and Kashmir,Srinagar,2025-07,2601
Jammu and Kashmir,Srinagar,2025-09,3622
Jammu and Kashmir,Srinagar,2025-10,3407
Jammu and Kashmir,Srinagar,2025-11,5568
Jammu and Kashmir,Srinagar,2025-12,7591
Jammu and Kashmir,Udhampur,2025-03,3146
Jammu and Kashmir,Udhampur,2025-04,1097
Jammu and Kashmir,Udhampur,2025-05,300
Jammu and Kashmir,Udhampur,2025-09,1416
Jammu and Kashmir,Udhampur,2025-10,1115
Jammu and Kashmir,Udhampur,2025-11,1764
Jammu and Kashmir,Udhampur,2025-12,2838
Jharkhand,Bokaro,2025-03,22067
Jharkhand,Bokaro,2025-09,7280
Jharkhand,Bokaro,2025-10,3839
Jharkhand,Bokaro,2025-11,9834
Jharkhand,Bokaro,2025-12,9909
Jharkhand,Chatra,2025-03,13956
Jharkhand,Chatra,2025-09,8048
Jharkhand,Chatra,2025-10,2720
Jharkhand,Chatra,2025-11,6553
Jharkhand,Chatra,2025-12,7548
Jharkhand,Deoghar,2025-03,21556
Jharkhand,Deoghar,2025-09,7087
Jharkhand,Deoghar,2025-10,3683
Jharkhand,Deoghar,2025-11,6975
Jharkhand,Deoghar,2025-12,8040
Jharkhand,Dhanbad,2025-03,38749
Jharkhand,Dhanbad,2025-09,10942
Jharkhand,Dhanbad,2025-10,5655
Jharkhand,Dhanbad,2025-11,13248
Jharkhand,Dhanbad,2025-12,12991
Jharkhand,Dumka,2025-03,17465
Jharkhand,Dumka,2025-09,8670
Jharkhand,Dumka,2025-10,4560
Jharkhand,Dumka,2025-11,7159
Jharkhand,Dumka,2025-12,7115
Jharkhand,East Singhbhum,2025-03,26448
Jharkhand,East Singhbhum,2025-09,20244
Jharkhand,East Singhbhum,2025-10,9724
Jharkhand,East Singhbhum,2025-11,17816
Jharkhand,East Singhbhum,2025-12,18500
Jharkhand,Garhwa,2025-03,9941
Jharkhand,Garhwa,2025-09,6494
Jharkhand,Garhwa,2025-10,3285
Jharkhand,Garhwa,2025-11,7333
Jharkhand,Garhwa,2025-12,8444
Jharkhand,Giridih,2025-03,44536
Jharkhand,Giridih,2025-09,11488
Jharkhand,Giridih,2025-10,5204
Jharkhand,Giridih,2025-11,13575
Jharkhand,Giridih,2025-12,14360
Jharkhand,Godda,2025-03,13579
Jharkhand,Godda,2025-09,7844
Jharkhand,Godda,2025-10,5114
Jharkhand,Godda,2025-11,10402
Jharkhand,Godda,2025-12,7666
Jharkhand,Gumla,2025-03,10290
Jharkhand,Gumla,2025-09,7606
Jharkhand,Gumla,2025-10,4031
Jharkhand,Gumla,2025-11,5916
Jharkhand,Gumla,2025-12,10011
Jharkhand,Hazaribagh,2025-03,23115
Jharkhand,Hazaribagh,2025-09,8830
Jharkhand,Hazaribagh,2025-10,4484
Jharkhand,Hazaribagh,2025-11,10234
Jharkhand,Hazaribagh,2025-12,11348
Jharkhand,Jamtara,2025-03,9972
Jharkhand,Jamtara,2025-09,4912
Jharkhand,Jamtara,2025-10,2776
Jharkhand,Jamtara,2025-11,4287
Jharkhand,Jamtara,2025-12,4694
Jharkhand,Khunti,2025-03,6257
