state_clean,district_clean,date,total_biometric
Madhya Pradesh,Sidhi,2025-12,7514
Madhya Pradesh,Singrauli,2025-03,15293
Madhya Pradesh,Singrauli,2025-04,22345
Madhya Pradesh,Singrauli,2025-05,13984
Madhya Pradesh,Singrauli,2025-06,18218
Madhya Pradesh,Singrauli,2025-07,14759
Madhya Pradesh,Singrauli,2025-09,6690
Madhya Pradesh,Singrauli,2025-10,4252
Madhya Pradesh,Singrauli,2025-11,4662
Madhya Pradesh,Singrauli,2025-12,6810
Madhya Pradesh,Tikamgarh,2025-03,22413
Madhya Pradesh,Tikamgarh,2025-04,28366
Madhya Pradesh,Tikamgarh,2025-05,20354
Madhya Pradesh,Tikamgarh,2025-06,23256
Madhya Pradesh,Tikamgarh,2025-07,30654
Madhya Pradesh,Tikamgarh,2025-09,9745
Madhya Pradesh,Tikamgarh,2025-10,3933
Madhya Pradesh,Tikamgarh,2025-11,7386
Madhya Pradesh,Tikamgarh,2025-12,12886
Madhya Pradesh,Ujjain,2025-03,12345
Madhya Pradesh,Ujjain,2025-04,14788
Madhya Pradesh,Ujjain,2025-05,16445
Madhya Pradesh,Ujjain,2025-06,20421
Madhya Pradesh,Ujjain,2025-07,26625
Madhya Pradesh,Ujjain,2025-09,12557
Madhya Pradesh,Ujjain,2025-10,7378
Madhya Pradesh,Ujjain,2025-11,15789
Madhya Pradesh,Ujjain,2025-12,19690
Madhya Pradesh,Umaria,2025-03,4590
Madhya Pradesh,Umaria,2025-04,5363
Madhya Pradesh,Umaria,2025-05,4617
Madhya Pradesh,Umaria,2025-06,4872
Madhya Pradesh,Umaria,2025-07,4207
Madhya Pradesh,Umaria,2025-09,4482
Madhya Pradesh,Umaria,2025-10,2085
Madhya Pradesh,Umaria,2025-11,2764
Madhya Pradesh,Umaria,2025-12,5226
Madhya Pradesh,Una,2025-03,14369
Madhya Pradesh,Una,2025-04,17153
Madhya Pradesh,Una,2025-05,19438
Madhya Pradesh,Una,2025-06,23197
Madhya Pradesh,Una,2025-07,27186
Madhya Pradesh,Una,2025-09,10909
Madhya Pradesh,Una,2025-10,3451
Madhya Pradesh,Una,2025-11,5940
Madhya Pradesh,Una,2025-12,9366
Madhya Pradesh,Vidisha,2025-03,11110
Madhya Pradesh,Vidisha,2025-04,14239
Madhya Pradesh,Vidisha,2025-05,14958
Madhya Pradesh,Vidisha,2025-06,17724
Madhya Pradesh,Vidisha,2025-07,25120
Madhya Pradesh,Vidisha,2025-09,11671
Madhya Pradesh,Vidisha,2025-10,5031
Madhya Pradesh,Vidisha,2025-11,9521
Madhya Pradesh,Vidisha,2025-12,13071
Maharashtra,Ahilyanagar,2025-12,17
Maharashtra,Ahmadnagar,2025-03,31168
Maharashtra,Ahmadnagar,2025-04,29514
Maharashtra,Ahmadnagar,2025-05,32141
Maharashtra,Ahmadnagar,2025-06,35099
Maharashtra,Ahmadnagar,2025-07,43881
Maharashtra,Ahmadnagar,2025-09,64671
Maharashtra,Ahmadnagar,2025-10,29092
Maharashtra,Ahmadnagar,2025-11,46977
Maharashtra,Ahmadnagar,2025-12,46623
Maharashtra,Akola,2025-03,25629
Maharashtra,Akola,2025-04,17292
Maharashtra,Akola,2025-05,19212
Maharashtra,Akola,2025-06,18620
Maharashtra,Akola,2025-07,23802
Maharashtra,Akola,2025-09,19968
Maharashtra,Akola,2025-10,14310
Maharashtra,Akola,2025-11,24354
Maharashtra,Akola,2025-12,16036
Maharashtra,Amravati,2025-03,40313
Maharashtra,Amravati,2025-04,30542
Maharashtra,Amravati,2025-05,34345
Maharashtra,Amravati,2025-06,39165
Maharashtra,Amravati,2025-07,46551
Maharashtra,Amravati,2025-09,38105
Maharashtra,Amravati,2025-10,25111
Maharashtra,Amravati,2025-11,44528
Maharashtra,Amravati,2025-12,32598
Maharashtra,Aurangabad,2025-03,33427
Maharashtra,Aurangabad,2025-04,26296
Maharashtra,Aurangabad,2025-05,30424
Maharashtra,Aurangabad,2025-06,34444
Maharashtra,Aurangabad,2025-07,48349
Maharashtra,Aurangabad,2025-09,35501
Maharashtra,Aurangabad,2025-10,22619
Maharashtra,Aurangabad,2025-11,38223
Maharashtra,Aurangabad,2025-12,33983
Maharashtra,Beed,2025-03,24439
Maharashtra,Beed,2025-04,26575
Maharashtra,Beed,2025-05,28262
Maharashtra,Beed,2025-06,27782
Maharashtra,Beed,2025-07,37688
Maharashtra,Beed,2025-09,38155
Maharashtra,Beed,2025-10,16668
Maharashtra,Beed,2025-11,23445
Maharashtra,Beed,2025-12,26927
Maharashtra,Bhandara,2025-03,11265
Maharashtra,Bhandara,2025-04,11184
Maharashtra,Bhandara,2025-05,10665
Maharashtra,Bhandara,2025-06,10732
Maharashtra,Bhandara,2025-07,9858
Maharashtra,Bhandara,2025-09,11865
Maharashtra,Bhandara,2025-10,10228
Maharashtra,Bhandara,2025-11,13507
Maharashtra,Bhandara,2025-12,10659
Maharashtra,Bid,2025-03,427
Maharashtra,Bid,2025-05,264
Maharashtra,Bid,2025-06,1139
Maharashtra,Bid,2025-07,1365
Maharashtra,Bid,2025-09,1384
Maharashtra,Bid,2025-10,1574
Maharashtra,Bid,2025-11,1956
Maharashtra,Bid,2025-12,1492
Maharashtra,Buldhana,2025-03,23391
Maharashtra,Buldhana,2025-04,18051
Maharashtra,Buldhana,2025-05,20157
Maharashtra,Buldhana,2025-06,25574
Maharashtra,Buldhana,2025-07,32329
Maharashtra,Buldhana,2025-09,38692
Maharashtra,Buldhana,2025-10,22470
Maharashtra,Buldhana,2025-11,41464
Maharashtra,Buldhana,2025-12,26657
Maharashtra,Chandrapur,2025-03,24577
Maharashtra,Chandrapur,2025-04,19196
Maharashtra,Chandrapur,2025-05,23513
Maharashtra,Chandrapur,2025-06,24996
Maharashtra,Chandrapur,2025-07,22012
Maharashtra,Chandrapur,2025-09,17909
Maharashtra,Chandrapur,2025-10,18782
Maharashtra,Chandrapur,2025-11,30701
Maharashtra,Chandrapur,2025-12,26442
Maharashtra,Chhatrapati Sambhajinagar,2025-03,474
Maharashtra,Chhatrapati Sambhajinagar,2025-04,732
Maharashtra,Chhatrapati Sambhajinagar,2025-05,912
Maharashtra,Chhatrapati Sambhajinagar,2025-06,1342
Maharashtra,Chhatrapati Sambhajinagar,2025-07,1258
Maharashtra,Chhatrapati Sambhajinagar,2025-09,689
Maharashtra,Chhatrapati Sambhajinagar,2025-10,272
Maharashtra,Chhatrapati Sambhajinagar,2025-11,514
Maharashtra,Chhatrapati Sambhajinagar,2025-12,785
Maharashtra,Dharashiv,2025-04,45
Maharashtra,Dharashiv,2025-05,56
Maharashtra,Dharashiv,2025-06,94
Maharashtra,Dharashiv,2025-07,75
Maharashtra,Dharashiv,2025-09,104
Maharashtra,Dharashiv,2025-10,44
Maharashtra,Dharashiv,2025-11,78
Maharashtra,Dharashiv,2025-12,125
Maharashtra,Dhule,2025-03,19200
Maharashtra,Dhule,2025-04,20181
Maharashtra,Dhule,2025-05,22103
Maharashtra,Dhule,2025-06,19895
Maharashtra,Dhule,2025-07,32606
Maharashtra,Dhule,2025-09,22296
Maharashtra,Dhule,2025-10,14417
Maharashtra,Dhule,2025-11,23515
Maharashtra,Dhule,2025-12,19436
Maharashtra,Gadchiroli,2025-03,12594
Maharashtra,Gadchiroli,2025-04,10336
Maharashtra,Gadchiroli,2025-05,11710
Maharashtra,Gadchiroli,2025-06,14871
Maharashtra,Gadchiroli,2025-07,14872
Maharashtra,Gadchiroli,2025-09,12738
Maharashtra,Gadchiroli,2025-10,19657
Maharashtra,Gadchiroli,2025-11,22065
Maharashtra,Gadchiroli,2025-12,17718
Maharashtra,Gondiya,2025-03,11337
Maharashtra,Gondiya,2025-04,7845
Maharashtra,Gondiya,2025-05,9700
Maharashtra,Gondiya,2025-06,9735
Maharashtra,Gondiya,2025-07,10119
Maharashtra,Gondiya,2025-09,11889
Maharashtra,Gondiya,2025-10,11403
Maharashtra,Gondiya,2025-11,13075
Maharashtra,Gondiya,2025-12,11197
Maharashtra,Hingoli,2025-03,8080
Maharashtra,Hingoli,2025-04,9850
Maharashtra,Hingoli,2025-05,12111
Maharashtra,Hingoli,2025-06,13702
Maharashtra,Hingoli,2025-07,17666
Maharashtra,Hingoli,2025-09,15267
Maharashtra,Hingoli,2025-10,8930
Maharashtra,Hingoli,2025-11,12778
Maharashtra,Hingoli,2025-12,16649
Maharashtra,Jalgaon,2025-03,40620
Maharashtra,Jalgaon,2025-04,37342
Maharashtra,Jalgaon,2025-05,43234
Maharashtra,Jalgaon,2025-06,50362
Maharashtra,Jalgaon,2025-07,62477
Maharashtra,Jalgaon,2025-09,48642
Maharashtra,Jalgaon,2025-10,34920
Maharashtra,Jalgaon,2025-11,46191
Maharashtra,Jalgaon,2025-12,44313
Maharashtra,Jalna,2025-03,16790
Maharashtra,Jalna,2025-04,15075
Maharashtra,Jalna,2025-05,18493
Maharashtra,Jalna,2025-06,20804
Maharashtra,Jalna,2025-07,31908
Maharashtra,Jalna,2025-09,25007
Maharashtra,Jalna,2025-10,16030
Maharashtra,Jalna,2025-11,22707
Maharashtra,Jalna,2025-12,20771
Maharashtra,Kolhapur,2025-03,27684
Maharashtra,Kolhapur,2025-04,31593
Maharashtra,Kolhapur,2025-05,31125
Maharashtra,Kolhapur,2025-06,29675
Maharashtra,Kolhapur,2025-07,34701
Maharashtra,Kolhapur,2025-09,38571
Maharashtra,Kolhapur,2025-10,16551
Maharashtra,Kolhapur,2025-11,27548
Maharashtra,Kolhapur,2025-12,28375
Maharashtra,Latur,2025-03,28946
Maharashtra,Latur,2025-04,29593
Maharashtra,Latur,2025-05,36636
Maharashtra,Latur,2025-06,33103
Maharashtra,Latur,2025-07,31419
Maharashtra,Latur,2025-09,21975
Maharashtra,Latur,2025-10,15276
Maharashtra,Latur,2025-11,25620
Maharashtra,Latur,2025-12,19957
Maharashtra,Mumbai,2025-03,39068
Maharashtra,Mumbai,2025-04,40059
Maharashtra,Mumbai,2025-05,45339
Maharashtra,Mumbai,2025-06,45004
Maharashtra,Mumbai,2025-07,52979
Maharashtra,Mumbai,2025-09,36667
Maharashtra,Mumbai,2025-10,29510
Maharashtra,Mumbai,2025-11,47374
Maharashtra,Mumbai,2025-12,59073
Maharashtra,Mumbai City,2025-03,4453
Maharashtra,Mumbai City,2025-04,5127
Maharashtra,Mumbai City,2025-05,5083
Maharashtra,Mumbai City,2025-06,5157
Maharashtra,Mumbai City,2025-07,5639
Maharashtra,Mumbai City,2025-09,4655
Maharashtra,Mumbai City,2025-10,2993
Maharashtra,Mumbai City,2025-11,5377
Maharashtra,Mumbai City,2025-12,7933
Maharashtra,Mumbai Suburban,2025-03,16820
Maharashtra,Mumbai Suburban,2025-04,18919
Maharashtra,Mumbai Suburban,2025-05,18130
Maharashtra,Mumbai Suburban,2025-06,18193
Maharashtra,Mumbai Suburban,2025-07,21208
Maharashtra,Mumbai Suburban,2025-09,19475
Maharashtra,Mumbai Suburban,2025-10,13165
Maharashtra,Mumbai Suburban,2025-11,21319
Maharashtra,Mumbai Suburban,2025-12,28227
Maharashtra,Nagpur,2025-03,41753
Maharashtra,Nagpur,2025-04,39515
Maharashtra,Nagpur,2025-05,39903
Maharashtra,Nagpur,2025-06,41365
Maharashtra,Nagpur,2025-07,41560
Maharashtra,Nagpur,2025-09,34287
Maharashtra,Nagpur,2025-10,24895
Maharashtra,Nagpur,2025-11,44379
Maharashtra,Nagpur,2025-12,35336
Maharashtra,Nanded,2025-03,38711
Maharashtra,Nanded,2025-04,30376
Maharashtra,Nanded,2025-05,34132
Maharashtra,Nanded,2025-06,40794
Maharashtra,Nanded,2025-07,46666
Maharashtra,Nanded,2025-09,39838
Maharashtra,Nanded,2025-10,26866
Maharashtra,Nanded,2025-11,44255
Maharashtra,Nanded,2025-12,35610
Maharashtra,Nandurbar,2025-03,17441
Maharashtra,Nandurbar,2025-04,17017
Maharashtra,Nandurbar,2025-05,24290
Maharashtra,Nandurbar,2025-06,25123
Maharashtra,Nandurbar,2025-07,36834
Maharashtra,Nandurbar,2025-09,20432
Maharashtra,Nandurbar,2025-10,18962
Maharashtra,Nandurbar,2025-11,22498
Maharashtra,Nandurbar,2025-12,15249
Maharashtra,Nashik,2025-03,62915
Maharashtra,Nashik,2025-04,44485
Maharashtra,Nashik,2025-05,50809
Maharashtra,Nashik,2025-06,60912
Maharashtra,Nashik,2025-07,83938
Maharashtra,Nashik,2025-09,72977
Maharashtra,Nashik,2025-10,40677
Maharashtra,Nashik,2025-11,77241
Maharashtra,Nashik,2025-12,67939
Maharashtra,Osmanabad,2025-03,17984
Maharashtra,Osmanabad,2025-04,15830
Maharashtra,Osmanabad,2025-05,19170
Maharashtra,Osmanabad,2025-06,21421
Maharashtra,Osmanabad,2025-07,22597
Maharashtra,Osmanabad,2025-09,14641
Maharashtra,Osmanabad,2025-10,8435
Maharashtra,Osmanabad,2025-11,15705
Maharashtra,Osmanabad,2025-12,16969
Maharashtra,Palghar,2025-03,14916
Maharashtra,Palghar,2025-04,12737
Maharashtra,Palghar,2025-05,18422
Maharashtra,Palghar,2025-06,17911
Maharashtra,Palghar,2025-07,20065
Maharashtra,Palghar,2025-09,20059
Maharashtra,Palghar,2025-10,9360
Maharashtra,Palghar,2025-11,18620
Maharashtra,Palghar,2025-12,22061
Maharashtra,Parbhani,2025-03,20764
Maharashtra,Parbhani,2025-04,16163
Maharashtra,Parbhani,2025-05,20523
Maharashtra,Parbhani,2025-06,20236
Maharashtra,Parbhani,2025-07,29197
Maharashtra,Parbhani,2025-09,22260
Maharashtra,Parbhani,2025-10,12300
Maharashtra,Parbhani,2025-11,21577
Maharashtra,Parbhani,2025-12,18277
Maharashtra,Pune,2025-03,66091
Maharashtra,Pune,2025-04,63875
Maharashtra,Pune,2025-05,61522
Maharashtra,Pune,2025-06,69249
Maharashtra,Pune,2025-07,83000
Maharashtra,Pune,2025-09,62916
Maharashtra,Pune,2025-10,36301
Maharashtra,Pune,2025-11,65238
Maharashtra,Pune,2025-12,85400
Maharashtra,Raigad,2025-03,1351
Maharashtra,Raigad,2025-04,1593
Maharashtra,Raigad,2025-05,1433
Maharashtra,Raigad,2025-06,1668
Maharashtra,Raigad,2025-07,1768
Maharashtra,Raigad,2025-09,1424
Maharashtra,Raigad,2025-10,803
Maharashtra,Raigad,2025-11,1569
Maharashtra,Raigad,2025-12,2096
Maharashtra,Raigarh,2025-03,15292
Maharashtra,Raigarh,2025-04,12413
Maharashtra,Raigarh,2025-05,14661
Maharashtra,Raigarh,2025-06,16743
Maharashtra,Raigarh,2025-07,22836
Maharashtra,Raigarh,2025-09,20027
Maharashtra,Raigarh,2025-10,11025
Maharashtra,Raigarh,2025-11,20319
Maharashtra,Raigarh,2025-12,19842
Maharashtra,Raigarh(MH),2025-09,102
Maharashtra,Raigarh(MH),2025-10,102
Maharashtra,Raigarh(MH),2025-11,128
Maharashtra,Raigarh(MH),2025-12,142
Maharashtra,Ratnagiri,2025-03,12204
Maharashtra,Ratnagiri,2025-04,9482
Maharashtra,Ratnagiri,2025-05,11610
Maharashtra,Ratnagiri,2025-06,13572
Maharashtra,Ratnagiri,2025-07,16058
Maharashtra,Ratnagiri,2025-09,20480
Maharashtra,Ratnagiri,2025-10,14256
Maharashtra,Ratnagiri,2025-11,21548
Maharashtra,Ratnagiri,2025-12,16257
Maharashtra,Sangli,2025-03,26284
Maharashtra,Sangli,2025-04,19761
Maharashtra,Sangli,2025-05,20660
Maharashtra,Sangli,2025-06,22992
Maharashtra,Sangli,2025-07,26025
Maharashtra,Sangli,2025-09,33199
Maharashtra,Sangli,2025-10,12629
Maharashtra,Sangli,2025-11,28292
Maharashtra,Sangli,2025-12,27658
Maharashtra,Satara,2025-03,22350
Maharashtra,Satara,2025-04,19146
Maharashtra,Satara,2025-05,19207
Maharashtra,Satara,2025-06,21065
Maharashtra,Satara,2025-07,25962
Maharashtra,Satara,2025-09,38514
Maharashtra,Satara,2025-10,12932
Maharashtra,Satara,2025-11,22094
Maharashtra,Satara,2025-12,23235
Maharashtra,Sindhudurg,2025-03,5527
Maharashtra,Sindhudurg,2025-04,4307
Maharashtra,Sindhudurg,2025-05,3900
Maharashtra,Sindhudurg,2025-06,4658
Maharashtra,Sindhudurg,2025-07,3716
Maharashtra,Sindhudurg,2025-09,6044
Maharashtra,Sindhudurg,2025-10,5310
Maharashtra,Sindhudurg,2025-11,6874
Maharashtra,Sindhudurg,2025-12,6638
Maharashtra,Solapur,2025-03,35387
Maharashtra,Solapur,2025-04,32900
Maharashtra,Solapur,2025-05,37561
Maharashtra,Solapur,2025-06,37091
Maharashtra,Solapur,2025-07,45141
Maharashtra,Solapur,2025-09,44893
Maharashtra,Solapur,2025-10,16299
Maharashtra,Solapur,2025-11,34163
Maharashtra,Solapur,2025-12,45060
Maharashtra,Thane,2025-03,51759
Maharashtra,Thane,2025-04,52237
Maharashtra,Thane,2025-05,59673
Maharashtra,Thane,2025-06,63642
Maharashtra,Thane,2025-07,74661
Maharashtra,Thane,2025-09,59294
Maharashtra,Thane,2025-10,44030
Maharashtra,Thane,2025-11,76246
Maharashtra,Thane,2025-12,77769
Maharashtra,Wardha,2025-03,15052
Maharashtra,Wardha,2025-04,10704
Maharashtra,Wardha,2025-05,11954
Maharashtra,Wardha,2025-06,12325
Maharashtra,Wardha,2025-07,12579
Maharashtra,Wardha,2025-09,12857
Maharashtra,Wardha,2025-10,12238
Maharashtra,Wardha,2025-11,19461
Maharashtra,Wardha,2025-12,15862
Maharashtra,Washim,2025-03,14237
Maharashtra,Washim,2025-04,10605
Maharashtra,Washim,2025-05,14084
Maharashtra,Washim,2025-06,13768
Maharashtra,Washim,2025-07,17727
Maharashtra,Washim,2025-09,16577
Maharashtra,Washim,2025-10,10192
Maharashtra,Washim,2025-11,23124
Maharashtra,Washim,2025-12,16313
Maharashtra,Yavatmal,2025-03,38429
Maharashtra,Yavatmal,2025-04,27556
Maharashtra,Yavatmal,2025-05,30647
Maharashtra,Yavatmal,2025-06,33467
Maharashtra,Yavatmal,2025-07,37277
Maharashtra,Yavatmal,2025-09,35827
Maharashtra,Yavatmal,2025-10,28972
Maharashtra,Yavatmal,2025-11,49808
Maharashtra,Yavatmal,2025-12,38237
Manipur,Bishnupur,2025-03,1131
Manipur,Bishnupur,2025-04,1368
Manipur,Bishnupur,2025-05,1426
Manipur,Bishnupur,2025-06,979
Manipur,Bishnupur,2025-07,9829
Manipur,Bishnupur,2025-09,3569
Manipur,Bishnupur,2025-10,5617
Manipur,Bishnupur,2025-11,4953
Manipur,Bishnupur,2025-12,990
Manipur,Chandel,2025-03,1144
Manipur,Chandel,2025-04,879
Manipur,Chandel,2025-05,635
Manipur,Chandel,2025-06,514
Manipur,Chandel,2025-07,1583
Manipur,Chandel,2025-09,534
Manipur,Chandel,2025-10,857
Manipur,Chandel,2025-11,1702
Manipur,Chandel,2025-12,579
Manipur,Churachandpur,2025-03,1662
Manipur,Churachandpur,2025-04,1821
Manipur,Churachandpur,2025-05,1418
Manipur,Churachandpur,2025-06,1402
Manipur,Churachandpur,2025-07,3661
Manipur,Churachandpur,2025-09,1196
Manipur,Churachandpur,2025-10,2757
Manipur,Churachandpur,2025-11,3283
Manipur,Churachandpur,2025-12,1330
Manipur,Imphal West,2025-03,4881
Manipur,Imphal West,2025-04,5318
Manipur,Imphal West,2025-05,5525
Manipur,Imphal West,2025-06,3793
Manipur,Imphal West,2025-07,41158
Manipur,Imphal West,2025-09,8202
Manipur,Imphal West,2025-10,13116
Manipur,Imphal West,2025-11,26563
Manipur,Imphal West,2025-12,8563
Manipur,Jiribam,2025-03,249
Manipur,Jiribam,2025-04,315
Manipur,Jiribam,2025-05,257
Manipur,Jiribam,2025-06,139
Manipur,Jiribam,2025-07,492
Manipur,Jiribam,2025-09,149
Manipur,Jiribam,2025-10,164
Manipur,Jiribam,2025-11,120
Manipur,Jiribam,2025-12,59
Manipur,Kakching,2025-03,79
Manipur,Kakching,2025-04,118
Manipur,Kakching,2025-05,137
Manipur,Kakching,2025-06,90
Manipur,Kakching,2025-07,786
Manipur,Kakching,2025-09,272
Manipur,Kakching,2025-10,167
Manipur,Kakching,2025-11,256
Manipur,Kakching,2025-12,88
Manipur,Pherzawl,2025-12,2
Manipur,Senapati,2025-03,1905
Manipur,Senapati,2025-04,2030
Manipur,Senapati,2025-05,1959
Manipur,Senapati,2025-06,1244
Manipur,Senapati,2025-07,5352
Manipur,Senapati,2025-09,1786
Manipur,Senapati,2025-10,1928
Manipur,Senapati,2025-11,3986
Manipur,Senapati,2025-12,1917
Manipur,Tamenglong,2025-03,544
Manipur,Tamenglong,2025-04,990
Manipur,Tamenglong,2025-05,719
Manipur,Tamenglong,2025-06,503
Manipur,Tamenglong,2025-07,1260
Manipur,Tamenglong,2025-09,583
Manipur,Tamenglong,2025-10,807
Manipur,Tamenglong,2025-11,1843
Manipur,Tamenglong,2025-12,413
Manipur,Thoubal,2025-03,2336
Manipur,Thoubal,2025-04,2767
Manipur,Thoubal,2025-05,2681
Manipur,Thoubal,2025-06,1852
Manipur,Thoubal,2025-07,19479
Manipur,Thoubal,2025-09,3631
Manipur,Thoubal,2025-10,5798
Manipur,Thoubal,2025-11,12049
Manipur,Thoubal,2025-12,4203
Manipur,Ukhrul,2025-03,1735
Manipur,Ukhrul,2025-04,1262
Manipur,Ukhrul,2025-05,1045
Manipur,Ukhrul,2025-06,784
Manipur,Ukhrul,2025-07,3154
Manipur,Ukhrul,2025-09,813
Manipur,Ukhrul,2025-10,1215
Manipur,Ukhrul,2025-11,2653
Manipur,Ukhrul,2025-12,797
Meghalaya,East Khasi Hills,2025-03,3303
Meghalaya,East Khasi Hills,2025-04,4122
Meghalaya,East Khasi Hills,2025-05,3275
Meghalaya,East Khasi Hills,2025-06,2504
Meghalaya,East Khasi Hills,2025-07,4307
Meghalaya,East Khasi Hills,2025-09,2438
Meghalaya,East Khasi Hills,2025-10,1927
Meghalaya,East Khasi Hills,2025-11,3001
Meghalaya,East Khasi Hills,2025-12,1830
Meghalaya,Eastern West Khasi Hills,2025-09,4
Meghalaya,Eastern West Khasi Hills,2025-11,2
Meghalaya,Eastern West Khasi Hills,2025-12,2
Meghalaya,Jaintia Hills,2025-09,4
Meghalaya,Jaintia Hills,2025-10,2
Meghalaya,Jaintia Hills,2025-11,2
Meghalaya,North Garo Hills,2025-03,154
Meghalaya,North Garo Hills,2025-04,207
Meghalaya,North Garo Hills,2025-05,147
Meghalaya,North Garo Hills,2025-06,90
Meghalaya,North Garo Hills,2025-07,150
Meghalaya,North Garo Hills,2025-09,129
Meghalaya,North Garo Hills,2025-10,150
Meghalaya,North Garo Hills,2025-11,116
Meghalaya,North Garo Hills,2025-12,80
Meghalaya,Ri Bhoi,2025-03,426
Meghalaya,Ri Bhoi,2025-04,449
Meghalaya,Ri Bhoi,2025-05,445
Meghalaya,Ri Bhoi,2025-06,337
Meghalaya,Ri Bhoi,2025-07,554
Meghalaya,Ri Bhoi,2025-09,437
Meghalaya,Ri Bhoi,2025-10,929
Meghalaya,Ri Bhoi,2025-11,504
Meghalaya,Ri Bhoi,2025-12,372
Meghalaya,South West Garo Hills,2025-03,918
Meghalaya,South West Garo Hills,2025-04,876
Meghalaya,South West Garo Hills,2025-05,702
Meghalaya,South West Garo Hills,2025-06,529
Meghalaya,South West Garo Hills,2025-07,678
Meghalaya,South West Garo Hills,2025-09,464
Meghalaya,South West Garo Hills,2025-10,880
Meghalaya,South West Garo Hills,2025-11,638
Meghalaya,South West Garo Hills,2025-12,399
Meghalaya,South West Khasi Hills,2025-03,602
Meghalaya,South West Khasi Hills,2025-04,407
Meghalaya,South West Khasi Hills,2025-05,484
Meghalaya,South West Khasi Hills,2025-06,192
Meghalaya,South West Khasi Hills,2025-07,342
Meghalaya,South West Khasi Hills,2025-09,251
Meghalaya,South West Khasi Hills,2025-10,353
Meghalaya,South West Khasi Hills,2025-11,507
Meghalaya,South West Khasi Hills,2025-12,252
Meghalaya,West Garo Hills,2025-03,5257
Meghalaya,West Garo Hills,2025-04,4658
Meghalaya,West Garo Hills,2025-05,5277
Meghalaya,West Garo Hills,2025-06,6491
Meghalaya,West Garo Hills,2025-07,7204
Meghalaya,West Garo Hills,2025-09,2546
Meghalaya,West Garo Hills,2025-10,1509
Meghalaya,West Garo Hills,2025-11,1564
Meghalaya,West Garo Hills,2025-12,1350
Meghalaya,West Jaintia Hills,2025-03,1157
Meghalaya,West Jaintia Hills,2025-04,1146
Meghalaya,West Jaintia Hills,2025-05,896
Meghalaya,West Jaintia Hills,2025-06,696
Meghalaya,West Jaintia Hills,2025-07,1125
Meghalaya,West Jaintia Hills,2025-09,637
Meghalaya,West Jaintia Hills,2025-10,1588
Meghalaya,West Jaintia Hills,2025-11,815
Meghalaya,West Jaintia Hills,2025-12,785
Mizoram,Aizawl,2025-03,15783
Mizoram,Aizawl,2025-04,5774
Mizoram,Aizawl,2025-05,1925
Mizoram,Aizawl,2025-06,2468
Mizoram,Aizawl,2025-07,2544
Mizoram,Aizawl,2025-09,2698
Mizoram,Aizawl,2025-10,2585
Mizoram,Aizawl,2025-11,1539
Mizoram,Aizawl,2025-12,2042
Mizoram,Champhai,2025-03,7852
Mizoram,Champhai,2025-04,3722
Mizoram,Champhai,2025-05,1002
Mizoram,Champhai,2025-06,789
Mizoram,Champhai,2025-07,666
Mizoram,Champhai,2025-09,834
Mizoram,Champhai,2025-10,447
Mizoram,Champhai,2025-11,293
Mizoram,Champhai,2025-12,298
Mizoram,Hnahthial,2025-09,3
Mizoram,Hnahthial,2025-10,2
Mizoram,Hnahthial,2025-11,5
Mizoram,Hnahthial,2025-12,7
Mizoram,Khawzawl,2025-09,4
Mizoram,Khawzawl,2025-10,3
Mizoram,Khawzawl,2025-12,1
Mizoram,Kolasib,2025-03,4946
Mizoram,Kolasib,2025-04,2429
Mizoram,Kolasib,2025-05,645
Mizoram,Kolasib,2025-06,760
Mizoram,Kolasib,2025-07,606
Mizoram,Kolasib,2025-09,262
Mizoram,Kolasib,2025-10,471
Mizoram,Kolasib,2025-11,285
Mizoram,Kolasib,2025-12,393
Mizoram,Lawngtlai,2025-03,3973
Mizoram,Lawngtlai,2025-04,2649
Mizoram,Lawngtlai,2025-05,1127
Mizoram,Lawngtlai,2025-06,1228
Mizoram,Lawngtlai,2025-07,1115
Mizoram,Lawngtlai,2025-09,1114
Mizoram,Lawngtlai,2025-10,331
Mizoram,Lawngtlai,2025-11,493
Mizoram,Lawngtlai,2025-12,1125
Mizoram,Lunglei,2025-03,5776
Mizoram,Lunglei,2025-04,3464
Mizoram,Lunglei,2025-05,1639
Mizoram,Lunglei,2025-06,983
Mizoram,Lunglei,2025-07,1821
Mizoram,Lunglei,2025-09,408
Mizoram,Lunglei,2025-10,342
Mizoram,Lunglei,2025-11,469
Mizoram,Lunglei,2025-12,318
Mizoram,Mamit,2025-03,5972
Mizoram,Mamit,2025-04,3714
Mizoram,Mamit,2025-05,808
Mizoram,Mamit,2025-06,633
Mizoram,Mamit,2025-07,759
Mizoram,Mamit,2025-09,405
Mizoram,Mamit,2025-10,531
Mizoram,Mamit,2025-11,231
Mizoram,Mamit,2025-12,440
Mizoram,Saiha,2025-03,2617
Mizoram,Saiha,2025-04,1477
Mizoram,Saiha,2025-05,303
Mizoram,Saiha,2025-06,208
Mizoram,Saiha,2025-07,228
Mizoram,Saiha,2025-09,244
Mizoram,Saiha,2025-10,254
Mizoram,Saiha,2025-11,147
Mizoram,Saiha,2025-12,247
Mizoram,Saitual,2025-03,27
Mizoram,Saitual,2025-04,25
Mizoram,Saitual,2025-09,5
Mizoram,Saitual,2025-11,8
Mizoram,Saitual,2025-12,9
Mizoram,Serchhip,2025-03,4123
Mizoram,Serchhip,2025-04,981
