state_clean,district_clean,date,total_enrollments
Haryana,Jhajjar,2025-11,663
Haryana,Jhajjar,2025-12,466
Haryana,Jind,2025-09,1274
Haryana,Jind,2025-10,850
Haryana,Jind,2025-11,894
Haryana,Jind,2025-12,651
Haryana,Kaithal,2025-06,435
Haryana,Kaithal,2025-09,810
Haryana,Kaithal,2025-10,459
Haryana,Kaithal,2025-11,663
Haryana,Kaithal,2025-12,490
Haryana,Karnal,2025-09,1352
Haryana,Karnal,2025-10,805
Haryana,Karnal,2025-11,913
Haryana,Karnal,2025-12,837
Haryana,Kurukshetra,2025-06,93
Haryana,Kurukshetra,2025-09,662
Haryana,Kurukshetra,2025-10,492
Haryana,Kurukshetra,2025-11,669
Haryana,Kurukshetra,2025-12,396
Haryana,Mahendragarh,2025-09,840
Haryana,Mahendragarh,2025-10,543
Haryana,Mahendragarh,2025-11,662
Haryana,Mahendragarh,2025-12,575
Haryana,Mewat,2025-05,1327
Haryana,Mewat,2025-09,1401
Haryana,Mewat,2025-10,1371
Haryana,Mewat,2025-11,1779
Haryana,Mewat,2025-12,1384
Haryana,Nuh,2025-06,1506
Haryana,Palwal,2025-09,1244
Haryana,Palwal,2025-10,881
Haryana,Palwal,2025-11,1383
Haryana,Palwal,2025-12,920
Haryana,Panchkula,2025-09,339
Haryana,Panchkula,2025-10,287
Haryana,Panchkula,2025-11,426
Haryana,Panchkula,2025-12,283
Haryana,Panipat,2025-06,877
Haryana,Panipat,2025-07,1523
Haryana,Panipat,2025-09,1190
Haryana,Panipat,2025-10,727
Haryana,Panipat,2025-11,1047
Haryana,Panipat,2025-12,647
Haryana,Rewari,2025-09,694
Haryana,Rewari,2025-10,525
Haryana,Rewari,2025-11,711
Haryana,Rewari,2025-12,434
Haryana,Rohtak,2025-06,528
Haryana,Rohtak,2025-09,877
Haryana,Rohtak,2025-10,607
Haryana,Rohtak,2025-11,808
Haryana,Rohtak,2025-12,527
Haryana,Sirsa,2025-09,877
Haryana,Sirsa,2025-10,724
Haryana,Sirsa,2025-11,895
Haryana,Sirsa,2025-12,694
Haryana,Sonipat,2025-06,429
Haryana,Sonipat,2025-09,1270
Haryana,Sonipat,2025-10,838
Haryana,Sonipat,2025-11,1265
Haryana,Sonipat,2025-12,722
Haryana,Yamuna Nagar,2025-09,1023
Haryana,Yamuna Nagar,2025-10,637
Haryana,Yamuna Nagar,2025-11,958
Haryana,Yamuna Nagar,2025-12,664
Himachal Pradesh,Bilaspur,2025-09,257
Himachal Pradesh,Bilaspur,2025-10,226
Himachal Pradesh,Bilaspur,2025-11,273
Himachal Pradesh,Bilaspur,2025-12,196
Himachal Pradesh,Chamba,2025-09,384
Himachal Pradesh,Chamba,2025-10,369
Himachal Pradesh,Chamba,2025-11,556
Himachal Pradesh,Chamba,2025-12,285
Himachal Pradesh,Guna,2025-09,345
Himachal Pradesh,Guna,2025-10,329
Himachal Pradesh,Guna,2025-11,318
Himachal Pradesh,Guna,2025-12,211
Himachal Pradesh,Hamirpur,2025-09,275
Himachal Pradesh,Hamirpur,2025-10,296
Himachal Pradesh,Hamirpur,2025-11,363
Himachal Pradesh,Hamirpur,2025-12,225
Himachal Pradesh,Kangra,2025-09,1231
Himachal Pradesh,Kangra,2025-10,911
Himachal Pradesh,Kangra,2025-11,1108
Himachal Pradesh,Kangra,2025-12,598
Himachal Pradesh,Kinnaur,2025-09,51
Himachal Pradesh,Kinnaur,2025-10,27
Himachal Pradesh,Kinnaur,2025-11,49
Himachal Pradesh,Kinnaur,2025-12,33
Himachal Pradesh,Kullu,2025-07,114
Himachal Pradesh,Kullu,2025-09,209
Himachal Pradesh,Kullu,2025-10,245
Himachal Pradesh,Kullu,2025-11,428
Himachal Pradesh,Kullu,2025-12,198
Himachal Pradesh,Lahaul and Spiti,2025-09,11
Himachal Pradesh,Lahaul and Spiti,2025-10,7
Himachal Pradesh,Lahaul and Spiti,2025-11,9
Himachal Pradesh,Lahaul and Spiti,2025-12,7
Himachal Pradesh,Lahul & Spiti,2025-09,13
Himachal Pradesh,Lahul & Spiti,2025-10,7
Himachal Pradesh,Lahul & Spiti,2025-11,14
Himachal Pradesh,Lahul & Spiti,2025-12,3
Himachal Pradesh,Mandi,2025-09,689
Himachal Pradesh,Mandi,2025-10,573
Himachal Pradesh,Mandi,2025-11,698
Himachal Pradesh,Mandi,2025-12,476
Himachal Pradesh,Shimla,2025-09,444
Himachal Pradesh,Shimla,2025-10,420
Himachal Pradesh,Shimla,2025-11,505
Himachal Pradesh,Shimla,2025-12,256
Himachal Pradesh,Sirmaur,2025-09,512
Himachal Pradesh,Sirmaur,2025-10,303
Himachal Pradesh,Sirmaur,2025-11,457
Himachal Pradesh,Sirmaur,2025-12,254
Himachal Pradesh,Solan,2025-09,332
Himachal Pradesh,Solan,2025-10,263
Himachal Pradesh,Solan,2025-11,359
Himachal Pradesh,Solan,2025-12,187
Jammu and Kashmir,Anantnag,2025-09,966
Jammu and Kashmir,Anantnag,2025-10,724
Jammu and Kashmir,Anantnag,2025-11,858
Jammu and Kashmir,Anantnag,2025-12,683
Jammu and Kashmir,Badgam,2025-09,558
Jammu and Kashmir,Badgam,2025-10,361
Jammu and Kashmir,Badgam,2025-11,439
Jammu and Kashmir,Badgam,2025-12,466
Jammu and Kashmir,Bandipore,2025-09,469
Jammu and Kashmir,Bandipore,2025-10,392
Jammu and Kashmir,Bandipore,2025-11,411
Jammu and Kashmir,Bandipore,2025-12,329
Jammu and Kashmir,Bandipur,2025-10,1
Jammu and Kashmir,Bandipur,2025-12,1
Jammu and Kashmir,Baramula,2025-05,187
Jammu and Kashmir,Baramula,2025-09,950
Jammu and Kashmir,Baramula,2025-10,585
Jammu and Kashmir,Baramula,2025-11,890
Jammu and Kashmir,Baramula,2025-12,1085
Jammu and Kashmir,Budgam,2025-09,234
Jammu and Kashmir,Budgam,2025-10,183
Jammu and Kashmir,Budgam,2025-11,197
Jammu and Kashmir,Budgam,2025-12,190
Jammu and Kashmir,Doda,2025-07,538
Jammu and Kashmir,Doda,2025-09,415
Jammu and Kashmir,Doda,2025-10,1435
Jammu and Kashmir,Doda,2025-11,1067
Jammu and Kashmir,Doda,2025-12,968
Jammu and Kashmir,Ganderbal,2025-09,273
Jammu and Kashmir,Ganderbal,2025-10,151
Jammu and Kashmir,Ganderbal,2025-11,210
Jammu and Kashmir,Ganderbal,2025-12,173
Jammu and Kashmir,Jammu,2025-05,81
Jammu and Kashmir,Jammu,2025-09,1496
Jammu and Kashmir,Jammu,2025-10,984
Jammu and Kashmir,Jammu,2025-11,1020
Jammu and Kashmir,Jammu,2025-12,928
Jammu and Kashmir,Kargil,2025-09,142
Jammu and Kashmir,Kargil,2025-10,99
Jammu and Kashmir,Kargil,2025-11,128
Jammu and Kashmir,Kargil,2025-12,151
Jammu and Kashmir,Kathua,2025-09,566
Jammu and Kashmir,Kathua,2025-10,461
Jammu and Kashmir,Kathua,2025-11,925
Jammu and Kashmir,Kathua,2025-12,879
Jammu and Kashmir,Kishtwar,2025-09,227
Jammu and Kashmir,Kishtwar,2025-10,281
Jammu and Kashmir,Kishtwar,2025-11,385
Jammu and Kashmir,Kishtwar,2025-12,347
Jammu and Kashmir,Kulgam,2025-09,307
Jammu and Kashmir,Kulgam,2025-10,263
Jammu and Kashmir,Kulgam,2025-11,311
Jammu and Kashmir,Kulgam,2025-12,273
Jammu and Kashmir,Kupwara,2025-09,833
Jammu and Kashmir,Kupwara,2025-10,670
Jammu and Kashmir,Kupwara,2025-11,768
Jammu and Kashmir,Kupwara,2025-12,530
Jammu and Kashmir,Leh,2025-09,45
Jammu and Kashmir,Leh,2025-10,66
Jammu and Kashmir,Leh,2025-11,55
Jammu and Kashmir,Leh,2025-12,33
Jammu and Kashmir,Leh (ladakh),2025-10,1
Jammu and Kashmir,Leh (ladakh),2025-12,1
Jammu and Kashmir,Pulwama,2025-09,497
Jammu and Kashmir,Pulwama,2025-10,464
Jammu and Kashmir,Pulwama,2025-11,447
Jammu and Kashmir,Pulwama,2025-12,422
Jammu and Kashmir,Punch,2025-04,211
Jammu and Kashmir,Punch,2025-09,494
Jammu and Kashmir,Punch,2025-10,512
Jammu and Kashmir,Punch,2025-11,652
Jammu and Kashmir,Punch,2025-12,691
Jammu and Kashmir,Rajouri,2025-09,679
Jammu and Kashmir,Rajouri,2025-10,423
Jammu and Kashmir,Rajouri,2025-11,822
Jammu and Kashmir,Rajouri,2025-12,600
Jammu and Kashmir,Ramban,2025-09,336
Jammu and Kashmir,Ramban,2025-10,454
Jammu and Kashmir,Ramban,2025-11,509
Jammu and Kashmir,Ramban,2025-12,575
Jammu and Kashmir,Reasi,2025-09,355
Jammu and Kashmir,Reasi,2025-10,331
Jammu and Kashmir,Reasi,2025-11,551
Jammu and Kashmir,Reasi,2025-12,421
Jammu and Kashmir,Samba,2025-09,162
Jammu and Kashmir,Samba,2025-10,124
Jammu and Kashmir,Samba,2025-11,155
Jammu and Kashmir,Samba,2025-12,129
Jammu and Kashmir,Shopian,2025-07,412
Jammu and Kashmir,Shupiyan,2025-09,175
Jammu and Kashmir,Shupiyan,2025-10,119
Jammu and Kashmir,Shupiyan,2025-11,153
Jammu and Kashmir,Shupiyan,2025-12,203
Jammu and Kashmir,Srinagar,2025-09,1095
Jammu and Kashmir,Srinagar,2025-10,730
Jammu and Kashmir,Srinagar,2025-11,801
Jammu and Kashmir,Srinagar,2025-12,542
Jammu and Kashmir,Udhampur,2025-09,594
Jammu and Kashmir,Udhampur,2025-10,417
Jammu and Kashmir,Udhampur,2025-11,909
Jammu and Kashmir,Udhampur,2025-12,827
Jharkhand,Bokaro,2025-09,1910
Jharkhand,Bokaro,2025-10,1032
Jharkhand,Bokaro,2025-11,1676
Jharkhand,Bokaro,2025-12,1072
Jharkhand,Chatra,2025-06,474
Jharkhand,Chatra,2025-07,501
Jharkhand,Chatra,2025-09,1717
Jharkhand,Chatra,2025-10,863
Jharkhand,Chatra,2025-11,1750
Jharkhand,Chatra,2025-12,974
Jharkhand,Deoghar,2025-03,55
Jharkhand,Deoghar,2025-04,723
Jharkhand,Deoghar,2025-09,2059
Jharkhand,Deoghar,2025-10,1459
Jharkhand,Deoghar,2025-11,2272
Jharkhand,Deoghar,2025-12,1492
Jharkhand,Dhanbad,2025-07,1538
Jharkhand,Dhanbad,2025-09,3340
Jharkhand,Dhanbad,2025-10,1939
Jharkhand,Dhanbad,2025-11,2812
Jharkhand,Dhanbad,2025-12,1162
Jharkhand,Dumka,2025-04,89
Jharkhand,Dumka,2025-06,198
Jharkhand,Dumka,2025-07,188
Jharkhand,Dumka,2025-09,1798
Jharkhand,Dumka,2025-10,1022
Jharkhand,Dumka,2025-11,1540
Jharkhand,Dumka,2025-12,826
Jharkhand,East Singhbhum,2025-04,120
Jharkhand,East Singhbhum,2025-07,2516
Jharkhand,East Singhbhum,2025-09,4103
Jharkhand,East Singhbhum,2025-10,2604
Jharkhand,East Singhbhum,2025-11,3676
Jharkhand,East Singhbhum,2025-12,2948
Jharkhand,Garhwa,2025-09,2111
Jharkhand,Garhwa,2025-10,1114
Jharkhand,Garhwa,2025-11,1946
Jharkhand,Garhwa,2025-12,1172
Jharkhand,Giridih,2025-07,1819
Jharkhand,Giridih,2025-09,3768
Jharkhand,Giridih,2025-10,2362
Jharkhand,Giridih,2025-11,3782
Jharkhand,Giridih,2025-12,2363
Jharkhand,Godda,2025-04,136
Jharkhand,Godda,2025-09,1761
Jharkhand,Godda,2025-10,850
Jharkhand,Godda,2025-11,1549
Jharkhand,Godda,2025-12,864
Jharkhand,Gumla,2025-06,369
Jharkhand,Gumla,2025-07,692
Jharkhand,Gumla,2025-09,2210
Jharkhand,Gumla,2025-10,1051
Jharkhand,Gumla,2025-11,1366
Jharkhand,Gumla,2025-12,964
Jharkhand,Hazaribagh,2025-04,248
Jharkhand,Hazaribagh,2025-09,2138
Jharkhand,Hazaribagh,2025-10,1284
Jharkhand,Hazaribagh,2025-11,1833
Jharkhand,Hazaribagh,2025-12,1050
Jharkhand,Jamtara,2025-09,1565
Jharkhand,Jamtara,2025-10,924
Jharkhand,Jamtara,2025-11,1163
Jharkhand,Jamtara,2025-12,688
Jharkhand,Khunti,2025-06,250
Jharkhand,Khunti,2025-07,356
Jharkhand,Khunti,2025-09,705
Jharkhand,Khunti,2025-10,418
Jharkhand,Khunti,2025-11,552
Jharkhand,Khunti,2025-12,302
Jharkhand,Koderma,2025-09,1275
Jharkhand,Koderma,2025-10,643
Jharkhand,Koderma,2025-11,865
Jharkhand,Koderma,2025-12,606
Jharkhand,Latehar,2025-09,985
Jharkhand,Latehar,2025-10,299
Jharkhand,Latehar,2025-11,793
Jharkhand,Latehar,2025-12,498
Jharkhand,Lohardaga,2025-04,308
Jharkhand,Lohardaga,2025-06,360
Jharkhand,Lohardaga,2025-09,666
Jharkhand,Lohardaga,2025-10,327
Jharkhand,Lohardaga,2025-11,546
Jharkhand,Lohardaga,2025-12,642
Jharkhand,Pakur,2025-04,962
Jharkhand,Pakur,2025-06,1107
Jharkhand,Pakur,2025-07,2028
Jharkhand,Pakur,2025-09,1844
Jharkhand,Pakur,2025-10,359
Jharkhand,Pakur,2025-11,589
Jharkhand,Pakur,2025-12,253
Jharkhand,Palamu,2025-09,2694
Jharkhand,Palamu,2025-10,1271
Jharkhand,Palamu,2025-11,3210
Jharkhand,Palamu,2025-12,1502
Jharkhand,Pashchimi Singhbhum,2025-09,188
Jharkhand,Pashchimi Singhbhum,2025-10,117
Jharkhand,Pashchimi Singhbhum,2025-11,173
Jharkhand,Pashchimi Singhbhum,2025-12,98
Jharkhand,Purbi Singhbhum,2025-09,341
Jharkhand,Purbi Singhbhum,2025-10,240
Jharkhand,Purbi Singhbhum,2025-11,266
Jharkhand,Purbi Singhbhum,2025-12,124
Jharkhand,Raigarh,2025-09,977
Jharkhand,Raigarh,2025-10,613
Jharkhand,Raigarh,2025-11,838
Jharkhand,Raigarh,2025-12,451
Jharkhand,Ranchi,2025-04,1120
Jharkhand,Ranchi,2025-06,566
Jharkhand,Ranchi,2025-07,1595
Jharkhand,Ranchi,2025-09,3041
Jharkhand,Ranchi,2025-10,2015
Jharkhand,Ranchi,2025-11,4265
Jharkhand,Ranchi,2025-12,1300
Jharkhand,Sahebganj,2025-09,2000
Jharkhand,Sahebganj,2025-10,1057
Jharkhand,Sahebganj,2025-11,2309
Jharkhand,Sahebganj,2025-12,1010
Jharkhand,Seraikela-Kharsawan,2025-09,1259
Jharkhand,Seraikela-Kharsawan,2025-10,804
Jharkhand,Seraikela-Kharsawan,2025-11,1206
Jharkhand,Seraikela-Kharsawan,2025-12,845
Jharkhand,Simdega,2025-09,910
Jharkhand,Simdega,2025-10,366
Jharkhand,Simdega,2025-11,441
Jharkhand,Simdega,2025-12,272
Karnataka,Bagalkot,2025-09,2558
Karnataka,Bagalkot,2025-10,1296
Karnataka,Bagalkot,2025-11,1479
Karnataka,Bagalkot,2025-12,1925
Karnataka,Ballari,2025-09,1031
Karnataka,Ballari,2025-10,472
Karnataka,Ballari,2025-11,653
Karnataka,Ballari,2025-12,564
Karnataka,Bangalore,2025-09,2016
Karnataka,Bangalore,2025-10,1459
Karnataka,Bangalore,2025-11,1898
Karnataka,Bangalore,2025-12,1451
Karnataka,Bangalore Rural,2025-05,240
Karnataka,Bangalore Rural,2025-09,657
Karnataka,Bangalore Rural,2025-10,482
Karnataka,Bangalore Rural,2025-11,603
Karnataka,Bangalore Rural,2025-12,623
Karnataka,Belagavi,2025-09,2697
Karnataka,Belagavi,2025-10,1461
Karnataka,Belagavi,2025-11,1916
Karnataka,Belagavi,2025-12,1564
Karnataka,Belgaum,2025-09,2461
Karnataka,Belgaum,2025-10,1284
Karnataka,Belgaum,2025-11,1594
Karnataka,Belgaum,2025-12,1298
Karnataka,Bellary,2025-09,1692
Karnataka,Bellary,2025-10,737
Karnataka,Bellary,2025-11,827
Karnataka,Bellary,2025-12,886
Karnataka,Bengaluru,2025-04,7847
Karnataka,Bengaluru,2025-05,5251
Karnataka,Bengaluru,2025-09,5117
Karnataka,Bengaluru,2025-10,3613
Karnataka,Bengaluru,2025-11,5184
Karnataka,Bengaluru,2025-12,3645
Karnataka,Bengaluru South,2025-09,3
Karnataka,Bengaluru South,2025-10,29
Karnataka,Bengaluru South,2025-11,103
Karnataka,Bengaluru South,2025-12,61
Karnataka,Bengaluru Urban,2025-03,732
Karnataka,Bengaluru Urban,2025-06,11257
Karnataka,Bengaluru Urban,2025-07,13873
Karnataka,Bengaluru Urban,2025-09,1
Karnataka,Bengaluru Urban,2025-10,1
Karnataka,Bidar,2025-07,169
Karnataka,Bidar,2025-09,1610
Karnataka,Bidar,2025-10,943
Karnataka,Bidar,2025-11,1219
Karnataka,Bidar,2025-12,876
Karnataka,Bijapur,2025-09,1816
Karnataka,Bijapur,2025-10,753
Karnataka,Bijapur,2025-11,797
Karnataka,Bijapur,2025-12,777
Karnataka,Bijapur(KAR),2025-11,2
Karnataka,Bijapur(KAR),2025-12,1
Karnataka,Chamrajanagar,2025-09,889
Karnataka,Chamrajanagar,2025-10,621
Karnataka,Chamrajanagar,2025-11,846
Karnataka,Chamrajanagar,2025-12,466
Karnataka,Chickmagalur,2025-09,734
Karnataka,Chickmagalur,2025-10,489
Karnataka,Chickmagalur,2025-11,703
Karnataka,Chickmagalur,2025-12,547
Karnataka,Chikkaballapur,2025-09,1002
Karnataka,Chikkaballapur,2025-10,636
Karnataka,Chikkaballapur,2025-11,729
Karnataka,Chikkaballapur,2025-12,696
Karnataka,Chitradurga,2025-09,1152
Karnataka,Chitradurga,2025-10,845
Karnataka,Chitradurga,2025-11,915
Karnataka,Chitradurga,2025-12,1382
Karnataka,Dakshina Kannada,2025-09,1782
Karnataka,Dakshina Kannada,2025-10,1407
Karnataka,Dakshina Kannada,2025-11,1732
Karnataka,Dakshina Kannada,2025-12,1394
Karnataka,Davangere,2025-09,1607
Karnataka,Davangere,2025-10,882
Karnataka,Davangere,2025-11,1029
Karnataka,Davangere,2025-12,1681
Karnataka,Dharwad,2025-09,1650
Karnataka,Dharwad,2025-10,1053
Karnataka,Dharwad,2025-11,1401
Karnataka,Dharwad,2025-12,912
Karnataka,Gadag,2025-09,2013
Karnataka,Gadag,2025-10,655
Karnataka,Gadag,2025-11,1108
Karnataka,Gadag,2025-12,722
Karnataka,Gulbarga,2025-09,1386
Karnataka,Gulbarga,2025-10,866
Karnataka,Gulbarga,2025-11,1112
Karnataka,Gulbarga,2025-12,907
Karnataka,Hassan,2025-09,1039
Karnataka,Hassan,2025-10,678
Karnataka,Hassan,2025-11,920
Karnataka,Hassan,2025-12,786
Karnataka,Haveri,2025-09,1404
Karnataka,Haveri,2025-10,797
Karnataka,Haveri,2025-11,1054
Karnataka,Haveri,2025-12,1016
Karnataka,Kalaburagi,2025-04,608
Karnataka,Kalaburagi,2025-09,1318
Karnataka,Kalaburagi,2025-10,811
Karnataka,Kalaburagi,2025-11,1158
Karnataka,Kalaburagi,2025-12,839
Karnataka,Kodagu,2025-09,294
Karnataka,Kodagu,2025-10,263
Karnataka,Kodagu,2025-11,325
Karnataka,Kodagu,2025-12,313
Karnataka,Kolar,2025-09,1239
Karnataka,Kolar,2025-10,751
Karnataka,Kolar,2025-11,1306
Karnataka,Kolar,2025-12,755
Karnataka,Koppal,2025-09,1684
Karnataka,Koppal,2025-10,921
Karnataka,Koppal,2025-11,1497
Karnataka,Koppal,2025-12,1215
Karnataka,Mandya,2025-09,878
Karnataka,Mandya,2025-10,759
Karnataka,Mandya,2025-11,1017
Karnataka,Mandya,2025-12,891
Karnataka,Mysore,2025-09,803
Karnataka,Mysore,2025-10,721
Karnataka,Mysore,2025-11,768
Karnataka,Mysore,2025-12,722
Karnataka,Mysuru,2025-04,485
Karnataka,Mysuru,2025-07,567
Karnataka,Mysuru,2025-09,1080
Karnataka,Mysuru,2025-10,709
Karnataka,Mysuru,2025-11,800
Karnataka,Mysuru,2025-12,660
Karnataka,Raichur,2025-06,428
Karnataka,Raichur,2025-09,2853
Karnataka,Raichur,2025-10,1919
Karnataka,Raichur,2025-11,2274
Karnataka,Raichur,2025-12,2093
Karnataka,Ramanagar,2025-07,204
Karnataka,Ramanagar,2025-09,1209
Karnataka,Ramanagar,2025-10,545
Karnataka,Ramanagar,2025-11,685
Karnataka,Ramanagar,2025-12,474
Karnataka,Shimoga,2025-09,706
Karnataka,Shimoga,2025-10,387
Karnataka,Shimoga,2025-11,571
Karnataka,Shimoga,2025-12,558
Karnataka,Shivamogga,2025-09,711
Karnataka,Shivamogga,2025-10,417
Karnataka,Shivamogga,2025-11,505
Karnataka,Shivamogga,2025-12,564
Karnataka,Tumkur,2025-09,1738
Karnataka,Tumkur,2025-10,1262
Karnataka,Tumkur,2025-11,1334
Karnataka,Tumkur,2025-12,1499
Karnataka,Udupi,2025-09,1483
Karnataka,Udupi,2025-10,767
Karnataka,Udupi,2025-11,673
Karnataka,Udupi,2025-12,641
Karnataka,Uttara Kannada,2025-09,977
Karnataka,Uttara Kannada,2025-10,705
Karnataka,Uttara Kannada,2025-11,1037
Karnataka,Uttara Kannada,2025-12,666
Karnataka,Vijayanagara,2025-09,790
Karnataka,Vijayanagara,2025-10,398
Karnataka,Vijayanagara,2025-11,478
Karnataka,Vijayanagara,2025-12,423
Karnataka,Vijayapura,2025-07,450
Karnataka,Vijayapura,2025-09,2178
Karnataka,Vijayapura,2025-10,890
Karnataka,Vijayapura,2025-11,1099
Karnataka,Vijayapura,2025-12,898
Karnataka,Yadgir,2025-04,646
Karnataka,Yadgir,2025-09,2115
Karnataka,Yadgir,2025-10,1308
Karnataka,Yadgir,2025-11,1555
Karnataka,Yadgir,2025-12,1199
Kerala,Alappuzha,2025-09,993
Kerala,Alappuzha,2025-10,838
Kerala,Alappuzha,2025-11,1020
Kerala,Alappuzha,2025-12,628
Kerala,Ernakulam,2025-06,139
Kerala,Ernakulam,2025-07,224
Kerala,Ernakulam,2025-09,1668
Kerala,Ernakulam,2025-10,1389
Kerala,Ernakulam,2025-11,1814
Kerala,Ernakulam,2025-12,990
Kerala,Idukki,2025-09,510
Kerala,Idukki,2025-10,407
Kerala,Idukki,2025-11,482
Kerala,Idukki,2025-12,269
Kerala,Kannur,2025-07,70
Kerala,Kannur,2025-09,1625
Kerala,Kannur,2025-10,1246
Kerala,Kannur,2025-11,1885
Kerala,Kannur,2025-12,1049
Kerala,Kasaragod,2025-09,978
Kerala,Kasaragod,2025-10,876
Kerala,Kasaragod,2025-11,1160
Kerala,Kasaragod,2025-12,807
Kerala,Kollam,2025-05,56
Kerala,Kollam,2025-09,1415
Kerala,Kollam,2025-10,1140
Kerala,Kollam,2025-11,1491
Kerala,Kollam,2025-12,886
Kerala,Kottayam,2025-09,915
Kerala,Kottayam,2025-10,797
Kerala,Kottayam,2025-11,887
Kerala,Kottayam,2025-12,639
Kerala,Kozhikode,2025-09,1825
Kerala,Kozhikode,2025-10,1356
Kerala,Kozhikode,2025-11,2149
Kerala,Kozhikode,2025-12,1305
Kerala,Malappuram,2025-05,266
Kerala,Malappuram,2025-09,3585
Kerala,Malappuram,2025-10,3059
Kerala,Malappuram,2025-11,4332
Kerala,Malappuram,2025-12,3227
Kerala,Palakkad,2025-09,1644
Kerala,Palakkad,2025-10,1499
Kerala,Palakkad,2025-11,1962
Kerala,Palakkad,2025-12,1547
Kerala,Pathanamthitta,2025-09,569
Kerala,Pathanamthitta,2025-10,430
Kerala,Pathanamthitta,2025-11,495
Kerala,Pathanamthitta,2025-12,422
Kerala,Thiruvananthapuram,2025-05,58
Kerala,Thiruvananthapuram,2025-07,180
Kerala,Thiruvananthapuram,2025-09,1657
Kerala,Thiruvananthapuram,2025-10,1508
Kerala,Thiruvananthapuram,2025-11,2027
Kerala,Thiruvananthapuram,2025-12,1107
Kerala,Thrissur,2025-06,47
Kerala,Thrissur,2025-09,1741
Kerala,Thrissur,2025-10,1715
Kerala,Thrissur,2025-11,2394
Kerala,Thrissur,2025-12,1040
Kerala,Wayanad,2025-09,374
Kerala,Wayanad,2025-10,343
Kerala,Wayanad,2025-11,587
Kerala,Wayanad,2025-12,207
Ladakh,Kargil,2025-09,145
Ladakh,Kargil,2025-10,82
Ladakh,Kargil,2025-11,131
Ladakh,Kargil,2025-12,134
Ladakh,Leh,2025-09,30
Ladakh,Leh,2025-10,29
Ladakh,Leh,2025-11,42
Ladakh,Leh,2025-12,24
Lakshadweep,Lakshadweep,2025-09,64
Lakshadweep,Lakshadweep,2025-10,40
Lakshadweep,Lakshadweep,2025-11,64
Lakshadweep,Lakshadweep,2025-12,31
Madhya Pradesh,Agar Malwa,2025-09,583
Madhya Pradesh,Agar Malwa,2025-10,329
Madhya Pradesh,Agar Malwa,2025-11,955
Madhya Pradesh,Agar Malwa,2025-12,659
Madhya Pradesh,Alirajpur,2025-04,254
Madhya Pradesh,Alirajpur,2025-05,133
Madhya Pradesh,Alirajpur,2025-06,1046
Madhya Pradesh,Alirajpur,2025-07,1475
Madhya Pradesh,Alirajpur,2025-09,1225
Madhya Pradesh,Alirajpur,2025-10,729
Madhya Pradesh,Alirajpur,2025-11,1066
Madhya Pradesh,Alirajpur,2025-12,984
Madhya Pradesh,Anuppur,2025-09,659
Madhya Pradesh,Anuppur,2025-10,563
Madhya Pradesh,Anuppur,2025-11,1098
Madhya Pradesh,Anuppur,2025-12,861
Madhya Pradesh,Ashok Nagar,2025-04,531
Madhya Pradesh,Ashok Nagar,2025-05,220
Madhya Pradesh,Ashok Nagar,2025-06,868
Madhya Pradesh,Ashok Nagar,2025-07,2143
Madhya Pradesh,Ashok Nagar,2025-09,2148
Madhya Pradesh,Ashok Nagar,2025-10,432
Madhya Pradesh,Ashok Nagar,2025-11,1018
Madhya Pradesh,Ashok Nagar,2025-12,801
Madhya Pradesh,Balaghat,2025-07,338
Madhya Pradesh,Balaghat,2025-09,2107
Madhya Pradesh,Balaghat,2025-10,1070
Madhya Pradesh,Balaghat,2025-11,1831
Madhya Pradesh,Balaghat,2025-12,1320
Madhya Pradesh,Barwani,2025-04,820
Madhya Pradesh,Barwani,2025-05,3174
Madhya Pradesh,Barwani,2025-06,2233
Madhya Pradesh,Barwani,2025-07,7219
Madhya Pradesh,Barwani,2025-09,3648
Madhya Pradesh,Barwani,2025-10,1234
Madhya Pradesh,Barwani,2025-11,1784
Madhya Pradesh,Barwani,2025-12,1701
Madhya Pradesh,Betul,2025-04,223
Madhya Pradesh,Betul,2025-07,968
Madhya Pradesh,Betul,2025-09,2246
Madhya Pradesh,Betul,2025-10,1142
Madhya Pradesh,Betul,2025-11,2039
Madhya Pradesh,Betul,2025-12,1464
Madhya Pradesh,Bhind,2025-03,109
Madhya Pradesh,Bhind,2025-04,1051
Madhya Pradesh,Bhind,2025-05,956
Madhya Pradesh,Bhind,2025-06,885
Madhya Pradesh,Bhind,2025-07,4055
Madhya Pradesh,Bhind,2025-09,2491
Madhya Pradesh,Bhind,2025-10,937
Madhya Pradesh,Bhind,2025-11,2020
Madhya Pradesh,Bhind,2025-12,1373
Madhya Pradesh,Bhopal,2025-04,383
Madhya Pradesh,Bhopal,2025-06,833
Madhya Pradesh,Bhopal,2025-07,1133
Madhya Pradesh,Bhopal,2025-09,3577
Madhya Pradesh,Bhopal,2025-10,1731
Madhya Pradesh,Bhopal,2025-11,2887
Madhya Pradesh,Bhopal,2025-12,2103
Madhya Pradesh,Burhanpur,2025-04,802
Madhya Pradesh,Burhanpur,2025-05,932
Madhya Pradesh,Burhanpur,2025-06,1777
Madhya Pradesh,Burhanpur,2025-07,2976
Madhya Pradesh,Burhanpur,2025-09,1119
Madhya Pradesh,Burhanpur,2025-10,563
Madhya Pradesh,Burhanpur,2025-11,770
Madhya Pradesh,Burhanpur,2025-12,750
